Gene.ID,logFC..Intercept.,logFC.meta.temperature28,logFC.meta.temperature36,logCPM,LR,PValue,FDR,tax_level,genus_tax_id,name,category
1325724,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,41275,Brevundimonas vancanneytii,bacteria
1328,-14.6811041718284,0,0,10.1106374668866,164.14497703506,2.33639901969836e-35,8.98889437839995e-35,1,1301,Streptococcus anginosus,bacteria
1329,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,1301,Streptococcus canis,bacteria
132919,-14.6811041718284,0,0,9.25993247913659,164.144976991418,2.33639907037383e-35,8.98889437839995e-35,1,1827,Rhodococcus jostii,bacteria
1332264,-14.6811041718284,0,0,9.26825725012349,164.144976962407,2.33639910406142e-35,8.98889437839995e-35,1,72763,Tessaracoccus aquimaris,bacteria
1334,-14.6811041718284,2.34989125705343,0,9.42855378583479,154.163664496982,3.33048024951748e-33,7.15804710344055e-33,1,1301,Streptococcus dysgalactiae,bacteria
1335061,-14.6811041718284,1.65889161428728,0,9.26600292129747,156.771213609483,9.11760846318642e-34,2.17270677983955e-33,1,379,Rhizobium flavum,bacteria
1338,-14.6811041718284,0,0,9.27032890747452,164.144976955348,2.33639911225802e-35,8.98889437839995e-35,1,1301,Streptococcus intermedius,bacteria
1338689,-14.6811041718284,0,0,9.25960492948178,164.144977010374,2.33639904836335e-35,8.98889437839995e-35,1,286,Pseudomonas sp. JY-Q,bacteria
134634,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,178440,Opitutus sp. VeGlc2,bacteria
1351,-14.6811041718284,0,0,9.26115390869434,164.144976971438,2.33639909357392e-35,8.98889437839995e-35,1,1350,Enterococcus faecalis,bacteria
1351072,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,-200085023,Microbacteriaceae bacterium N4_97_1,bacteria
1354,-14.6811041718284,0,0,9.25737446479659,164.144976972773,2.33639909202386e-35,8.98889437839995e-35,1,1350,Enterococcus hirae,bacteria
1358,-11.6752383902852,0.749765952389567,-3.0058657815432,9.61481315058779,136.739953793509,1.90689164206126e-29,3.61305784811607e-29,1,1357,Lactococcus lactis,bacteria
1366,-14.6811041718284,0,0,9.28188310656983,164.144976986116,2.33639907653034e-35,8.98889437839995e-35,1,1357,Lactococcus raffinolactis,bacteria
136857,-14.6811041718284,0,0,9.25731683116482,164.144976953324,2.33639911460832e-35,8.98889437839995e-35,1,1716,Corynebacterium testudinoris,bacteria
13689,-12.6357020462796,1.74382705674366,-0.844620156509145,9.61644048546135,134.109163187997,7.03780800251699e-29,1.31860789340839e-28,1,13687,Sphingomonas paucimobilis,bacteria
13690,-14.6811041718284,0,1.80871727740606,9.28739312505147,155.617071343142,1.61776474736226e-33,3.64811379270953e-33,1,165695,Sphingobium yanoikuyae,bacteria
1377,-14.6811041718284,0,1.20345697210853,9.26404383131739,158.093371562644,4.72692725912727e-34,1.45266551418394e-33,1,1375,Aerococcus viridans,bacteria
1379,-14.6811041718284,0,1.20078196903966,9.28843794890073,158.10652442465,4.69613585708409e-34,1.45205676115207e-33,1,1378,Gemella haemolysans,bacteria
138336,-14.6811041718284,0,0,9.25771223713917,164.144976975927,2.33639908836169e-35,8.98889437839995e-35,1,38501,Blastococcus saxobsidens,bacteria
1383844,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,56688,Halorubrum persicum,archaea
1385663,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,89966,Hymenobacter sp. DG25A,bacteria
1389713,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,1763,Mycobacterium paragordonae,bacteria
139021,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,37914,Dietzia psychralcaliphila,bacteria
1390395,-14.6811041718284,0.973489413301839,0,9.26634705168306,159.585143823615,2.25246930062115e-34,7.80236796140597e-34,1,13687,Sphingomonas sp. LK11,bacteria
1396,-14.6811041718284,0,0,9.25305837564826,164.144977000498,2.33639905983118e-35,8.98889437839995e-35,1,1386,Bacillus cereus,bacteria
1396826,-14.6811041718284,0,0,9.25492493668824,164.144977040919,2.33639901289549e-35,8.98889437839995e-35,1,191028,Leisingera aquaemixtae,bacteria
1404244,-14.6811041718284,1.65889161428728,0,9.27612407324754,156.77121354273,9.11760876558152e-34,2.17270677983955e-33,1,1716,Corynebacterium glyciniphilum,bacteria
1406950,-14.6811041718284,0,0.894043425627358,9.26122751460728,159.203677650207,2.72257546903204e-34,8.82429619744527e-34,1,-200011270,North Creek virus,viruses
1407499,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,2239,Halobacterium hubeiense,archaea
1415630,-14.6811041718284,0,0,9.31201219404455,164.144977127822,2.33639891198679e-35,8.98889437839995e-35,1,286,Pseudomonas sp. TKP,bacteria
1419814,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,1301,Streptococcus sp. VT 162,bacteria
1421430,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,286,Pseudomonas granadensis,bacteria
1433513,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,1301,Streptococcus gwangjuense,bacteria
1458355,-14.6811041718284,0,0,9.27032890747452,164.144976955348,2.33639911225802e-35,8.98889437839995e-35,1,2100764,Mixta theicola,bacteria
1458425,-14.6811041718284,0,0,9.27352724310139,164.144976958981,2.33639910803904e-35,8.98889437839995e-35,1,2490452,Serpentinomonas raichei,bacteria
146017,-14.6811041718284,0,0,9.25496230325128,164.144976988802,2.33639907341195e-35,8.98889437839995e-35,1,1866885,Mycolicibacterium boenickei,bacteria
1463165,-14.6811041718284,0,0,9.27032890747452,164.144976955348,2.33639911225802e-35,8.98889437839995e-35,1,570,Klebsiella quasipneumoniae,bacteria
146827,-14.6811041718284,1.51180139040296,0,9.28749395267636,157.529167868793,6.25644325750302e-34,1.79979953683979e-33,1,1716,Corynebacterium simulans,bacteria
146923,-14.6811041718284,0,0,9.30767257411292,164.144977026514,2.33639902962218e-35,8.98889437839995e-35,1,1883,Streptomyces parvulus,bacteria
147645,-11.1690747711467,0.0315560148224912,-3.51202940068172,9.59220973829373,135.763842879783,3.09565462519001e-29,5.83256049007763e-29,1,265,Paracoccus yeei,bacteria
1476577,-14.6811041718284,0,0,9.25362886006273,164.144977027983,2.33639902791622e-35,8.98889437839995e-35,1,-200,Candidatus Saccharibacteria oral taxon TM7x,bacteria
147802,-14.6811041718284,0,1.4193454006271,9.26854413572982,156.980603835844,8.21672287114197e-34,2.02505052667753e-33,1,1578,Lactobacillus iners,bacteria
1479019,-14.6811041718284,2.84618339652278,0,9.30999126285045,152.212668588699,8.77869679085163e-33,1.83207585200382e-32,1,407,Methylobacterium sp. C1,bacteria
1484116,-14.6811041718284,1.59723431526698,0,9.2642742700635,157.095800956977,7.75963337625432e-34,1.93128658456035e-33,1,89966,Hymenobacter sp. PAMC 26554,bacteria
1484118,-14.6811041718284,0,0,9.25732829566276,164.144976953379,2.33639911454387e-35,8.98889437839995e-35,1,89966,Hymenobacter sp. PAMC 26628,bacteria
1484157,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,53335,Pantoea sp. PSNIH2,bacteria
1484693,-14.6811041718284,0,0,9.27079231780437,164.144977017642,2.33639903992435e-35,8.98889437839995e-35,1,28065,Rhodoferax saidenbachensis,bacteria
1484762,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,547,Enterobacter sp. CZGSD3,bacteria
1486245,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,292691,Gramella flava,bacteria
1487956,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,1716,Corynebacterium sp. ATCC 6931,bacteria
1491,-14.6811041718284,2.28531293127908,0,9.30716594936204,154.469401179195,2.86115729452591e-33,6.26966641930894e-33,1,1485,Clostridium botulinum,bacteria
1492898,-14.6811041718284,0,0,9.26700369176572,164.144976957841,2.33639910936307e-35,8.98889437839995e-35,1,398041,Flavisolibacter tropicus,bacteria
1493872,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,59732,Chryseobacterium shandongense,bacteria
149589,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,-200000126,planctomycete str. 639,bacteria
1496080,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,1696,Brevibacterium sp. YB235,bacteria
1498,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,1769729,Hathewaya histolytica,bacteria
1499308,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,265,Paracoccus mutanolyticus,bacteria
150055,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,1301,Streptococcus lutetiensis,bacteria
1502,-14.6811041718284,0,0,9.25884570210325,164.144976981952,2.33639908136547e-35,8.98889437839995e-35,1,1485,Clostridium perfringens,bacteria
1505,-14.6811041718284,0,0,9.25793536528841,164.144977023567,2.33639903304428e-35,8.98889437839995e-35,1,1849828,Paeniclostridium sordellii,bacteria
1505597,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,203804,Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus,bacteria
1515612,-14.6811041718284,1.58883686261121,0,9.2689743737172,157.139231346466,7.59398416250086e-34,1.93128658456035e-33,1,165697,Sphingopyxis fribergensis,bacteria
1517,-14.6811041718284,1.49037358924799,0,9.26161262133055,157.635267409014,5.93516327691639e-34,1.74931128529267e-33,1,28895,Thermoanaerobacterium thermosaccharolyticum,bacteria
151783,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,106589,Cupriavidus campinensis,bacteria
1523415,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,13687,Sphingomonas sp. AAP5,bacteria
1524,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,1506577,[Clostridium] piliforme,bacteria
152507,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,-200,uncultured actinobacterium,bacteria
152509,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,-200,uncultured Bacteroidetes bacterium,bacteria
152682,-14.6811041718284,3.81341840754134,0,9.43143901462263,148.370876642944,5.9181496978758e-32,1.18598308060811e-31,1,13687,Sphingomonas melonis,bacteria
1528099,-14.6811041718284,3.14587067742529,0,9.41573882374142,151.056620980241,1.55893675369752e-32,3.20695560760632e-32,1,1847725,Lawsonella clevelandensis,bacteria
1532555,-12.6357020462796,1.10332588741564,-2.0454021255488,9.38465315253398,142.762880426166,9.58722346738532e-31,1.86202721678697e-30,1,41275,Brevundimonas sp. DS20,bacteria
1539298,-14.6811041718284,1.65889161428728,0,9.26600292129747,156.771213609483,9.11760846318642e-34,2.17270677983955e-33,1,157,Treponema sp. OMZ 838,bacteria
154046,-14.6811041718284,1.4894349579892,0,9.26159101996669,157.639882675704,5.92156849189247e-34,1.74931128529267e-33,1,1649459,Hungatella hathewayi,bacteria
1546149,-14.6811041718284,0,0,9.25089586937195,164.144977066091,2.33639898366656e-35,8.98889437839995e-35,1,238749,Diaphorobacter polyhydroxybutyrativorans,bacteria
1547487,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,1763,Mycobacterium sp. ELW1,bacteria
1547899,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,376170,Haloplanus sp. CBA1113,archaea
1549858,-14.6811041718284,0,0.727619919799914,9.253100955212,160.114258642691,1.73170138166521e-34,6.58699997252275e-34,1,13687,Sphingomonas taxi,bacteria
1550728,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,150203,Blastomonas fulva,bacteria
1552759,-13.3947368918363,-1.28636727999204,-1.28636727999204,9.26179806276595,158.661007571079,3.56522507562132e-34,1.13367412321247e-33,1,1763,Mycobacterium grossiae,bacteria
155567,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,379,uncultured Rhizobium sp.,bacteria
155866,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,46255,Weissella soli,bacteria
155900,-12.1394492496842,0.641749468099348,-1.13342887877189,9.67804229644508,133.721509359163,8.53092191682104e-29,1.59539318963926e-28,1,-200,uncultured organism,N/A
1560345,-14.6811041718284,0,0,9.25562634598356,164.144976992725,2.33639906885641e-35,8.98889437839995e-35,1,13687,Sphingomonas panacis,bacteria
1561,-14.6811041718284,1.55362783691195,0,9.26313861840403,157.319364145167,6.94384503295048e-34,1.8714962397526e-33,1,1485,Clostridium baratii,bacteria
1563222,-14.6811041718284,0,1.40822604337226,9.26187315462348,157.040566177237,7.97553590330311e-34,1.97042651728665e-33,1,544,Citrobacter pasteurii,bacteria
156588,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,-200,uncultured Verrucomicrobia bacterium,bacteria
1566358,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,44249,Paenibacillus sp. IHBB 10380,bacteria
156976,-14.6811041718284,0,0,9.26100663087213,164.144976988375,2.33639907390796e-35,8.98889437839995e-35,1,1716,Corynebacterium riegelii,bacteria
156978,-14.6811041718284,1.52104336872596,0,9.30492134747945,157.483309435102,6.40063566723288e-34,1.80723832787935e-33,1,1716,Corynebacterium imitans,bacteria
1570328,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,1763,Arthrobacter sp. SLBN-53,bacteria
1571,-14.6811041718284,0,0.840424639074268,9.25497460183386,159.514954519178,2.33241562678991e-34,8.0241465931885e-34,1,1569,Sporosarcina ureae,bacteria
157687,-12.6808429325756,-2.00026123925282,-2.00026123925282,9.27303526878498,156.103569692765,1.27040693791526e-33,2.95062256548061e-33,1,32067,Leptotrichia wadei,bacteria
