Gene.ID,logFC..Intercept.,logFC.meta2.temperature28,logFC.meta2.temperature32,logFC.meta2.temperature35,logCPM,LR,PValue,FDR,genus_tax_id,tax_level,name,category
1010,-15.5145169356329,-0.977284048684363,-5.90228229180123,-8.76805358276195,3.02557416413217,1861.15057170118,0,0,28453,1,Sphingobacterium mizutaii,bacteria
101385,-23.5397411408631,-0.238042773318034,0.251524098986665,2.12406516251393,-0.121000639049215,2078.71370864029,0,0,153265,1,Aequorivita sublithincola,bacteria
1014,-19.482948657899,-1.78717749258369,-1.6791553007407,-0.0220119782892856,0.660722826648267,1943.36233839875,0,0,1013,1,Weeksella virosa,bacteria
1015,-19.3635872256125,0.840872897425352,-1.43608971257068,2.96702411553654,2.39121186873645,1820.52204802371,0,0,59735,1,Bergeyella zoohelcum,bacteria
101564,-24.2825705183948,0,2.18189015360672,0,-0.272553844075342,2148.12849336464,0,0,286,1,Pseudomonas alcaliphila,bacteria
101571,-12.7385017335706,0.8831585279096,-0.64703432445308,0.92244699020888,7.67080261277927,734.214600770893,1.35925082965601e-157,1.47093629181282e-157,32008,1,Burkholderia ubonensis,bacteria
1016963,-24.2825705183948,0,0,0.953987239519517,-0.331187925612024,2167.48984974386,0,0,1663,1,Arthrobacter sp. TT4,bacteria
1016987,-24.2825705183948,1.94294917394326,4.67050124084011,4.32080003369065,0.489740852939955,1990.046708477,0,0,165696,1,Novosphingobium sp. THN1,bacteria
1017,-17.9550215575884,1.01969001394204,5.32185968118021,1.38117384231266,5.48866078390792,1616.05206327228,0,0,1016,1,Capnocytophaga gingivalis,bacteria
1019,-14.170740427464,-10.1118300909308,-2.02087539141249,-3.61545031694786,4.09090019042087,1859.22267368126,0,0,1016,1,Capnocytophaga sputigena,bacteria
102116,-21.601303986774,-2.68126653162076,-2.68126653162076,-2.68126653162076,-0.183542920658752,2154.65087949761,0,0,102115,1,Stanieria cyanosphaera,bacteria
102346,-24.2825705183948,0,3.47406398672959,0,-0.135741414404996,2133.09371753854,0,0,-200,1,uncultured bacterium D1-11,bacteria
1027273,-24.2825705183948,1.1429443194605,0,0,-0.328264030416959,2164.91547437381,0,0,305899,1,Endozoicomonas montiporae,bacteria
1028416,-17.2918384878474,-6.99073203054737,-2.9555832801212,-6.99073203054737,1.16103613444843,2043.89254110935,0,0,497,1,Psychrobacter sp. DAB_AL43B,bacteria
1028989,-24.2825705183948,0,0.765586281462334,4.07157512107037,0.0177375841471286,2080.01819906,0,0,286,1,Pseudomonas sp. StFLB209,bacteria
102937,-24.2825705183948,0.822904265492376,1.31399275891286,4.511152740553,0.151923913905029,2062.48446136168,0,0,-200,1,uncultured bacterium BS1,bacteria
1030157,-24.2825705183948,0.443145653286784,0.229819239221168,0,-0.340591703272338,2159.23163723284,0,0,13687,1,Sphingomonas sp. KC8,bacteria
1030799,-24.2825705183948,3.83375283101311,0,0,-0.0668972407559295,2132.61259784815,0,0,-200,1,Acidobacteria bacterium UCL-085,bacteria
1031224,-18.883000590912,0.0535518528692643,-5.39956992748277,-5.39956992748277,0.791413694271998,2054.88448221199,0,0,79328,1,Chitinophaga oryziterrae,bacteria
1032072,-24.2825705183948,4.59595101837804,0,0,0.118909986273179,2123.35059823587,0,0,28196,1,Arcobacter molluscorum,bacteria
1032527,-21.9999678930225,-2.28260262537236,6.5015520852522,2.22038049120155,2.61099988517346,1974.48993837924,0,0,1032526,1,Pedosphaera parvula,bacteria
1032851,-21.719313909502,-2.56325660889279,-2.56325660889279,-2.56325660889279,-0.202508993280106,2158.17509619811,0,0,1716,1,Corynebacterium nuruki,bacteria
1034889,-9.50767059042848,-1.78819526691659,-3.45661924159313,-0.75384695828304,9.38350644982695,599.627696926702,1.86551111094765e-128,2.00270220833285e-128,34072,1,Variovorax sp. HW608,bacteria
1035,-24.2825705183948,0.276188559844074,0,2.18421012082327,-0.269571656289319,2139.08390130879,0,0,1033,1,Afipia felis,bacteria
103731,-22.8824883094724,9.24101278736291,-1.40008220892245,-1.40008220892245,4.3538360415958,2017.16061285758,0,0,2071,1,Saccharothrix espanaensis,bacteria
103855,-17.5339039776714,-0.978623515532061,-2.16813129238594,-4.05245922180657,1.47963901161016,1817.41044879356,0,0,517,1,Bordetella hinzii,bacteria
104,-18.1225018337419,-6.16006868465296,-6.16006868465296,-6.16006868465296,0.502792558293726,2116.29509105444,0,0,68288,1,Cyclobacterium marinum,bacteria
104087,-24.2825705183948,0,0.676114522559641,4.36582919813064,0.0866088166512175,2086.03855795535,0,0,286,1,Pseudomonas frederiksbergensis,bacteria
1041504,-18.4141326991134,-5.86843781928139,-5.86843781928139,1.21117001205897,1.68750345660724,2016.88287475276,0,0,49082,1,Candidatus Arthromitus sp. SFB-rat-Yit,bacteria
1041657,-24.2825705183948,2.97022956944765,0,0,-0.174975842119226,2140.70962244325,0,0,32008,1,Burkholderia sp. MG-2011-87-HA,bacteria
1041665,-24.2825705183948,0,0.216700452907498,0,-0.347391502887441,2175.89945001243,0,0,32008,1,Burkholderia sp. MG-2011-134-HE,bacteria
1041709,-24.2825705183948,0,0,1.75620423180298,-0.222119347567666,2157.3881959143,0,0,13687,1,Sphingomonas sp. MG-2011-104-FY,bacteria
1041739,-23.6186748647387,-0.663895653656138,-0.663895653656138,-0.663895653656138,-0.343403144224796,2174.43352519202,0,0,59732,1,Chryseobacterium sp. MG-2011-139-ER,bacteria
1042156,-24.2825705183948,0,0,0,-0.351004069937352,0,1,1,1485,1,Clostridium sp. SY8519,bacteria
104268,-20.6939054226535,-3.58866509574135,-2.93355147993893,-3.58866509574135,-0.162533181983429,2127.44884272588,0,0,104267,1,Tenacibaculum mesophilum,bacteria
1042683,-19.7016604707842,-1.40408799459517,-0.840149949192449,1.72398144548742,1.22908950473442,1861.47000218382,0,0,13687,1,Sphingomonas sp. 540,bacteria
104336,-24.2825705183948,3.76580135401047,0.710252878214014,3.38694646581459,0.17118176885462,2044.08960968212,0,0,33882,1,Microbacterium foliorum,bacteria
1045498,-24.2825705183948,0,0.339547001373096,0,-0.345869527003978,2173.30743640706,0,0,150247,1,Anoxybacillus sp. Ip-C,bacteria
104623,-18.5868324365376,5.1209029358786,5.36479945688421,-5.18849646458954,5.62181750475752,1762.70075841153,0,0,613,1,Serratia sp. ATCC 39006,bacteria
104663,-24.2825705183948,0.504786604213678,0,0,-0.342661979709121,2172.80426311658,0,0,79328,1,Chitinophaga filiformis,bacteria
1048645,-24.2825705183948,0,6.0435182441927,0,0.667839414545567,2101.92605008642,0,0,-200,1,bacterium symbiont of Euplotes sp.,bacteria
1048758,-24.2825705183948,0,4.99547034719607,0,0.18452432495804,2111.12330962926,0,0,1048757,1,Candidatus Moranella endobia,bacteria
1049,-24.2825705183948,0,2.20055634625291,0.552673594939394,-0.252418885953271,2121.4740665951,0,0,85072,1,Allochromatium vinosum,bacteria
104955,-24.2825705183948,0,0,5.47936143735657,0.415589639753785,2099.50161095116,0,0,1578,1,Lactobacillus frumenti,bacteria
1049583,-24.2825705183948,4.53791388478825,0,2.07788733194857,0.148582580579244,2070.20312317793,0,0,57493,1,Kocuria indica,bacteria
1050174,-24.2825705183948,0,1.59651574202554,0,-0.220674930384407,2153.89807178652,0,0,1716,1,Corynebacterium epidermidicanis,bacteria
105219,-8.21003491964496,-0.149317267740443,-1.16897524161082,0.355590690748405,11.6082545589822,540.206181361714,1.34540377224854e-115,1.44101096694142e-115,48736,1,Ralstonia mannitolilytica,bacteria
1053550,-24.2825705183948,0,0,2.5123740811026,-0.240218981695845,2148.39451978189,0,0,237,1,Flavobacterium sp. CKC03,bacteria
1055101,-24.2825705183948,1.85878064597056,0,0,-0.267665296638967,2153.51794940035,0,0,204286,1,Cobetia pacifica,bacteria
1055487,-24.2825705183948,0,0.995480007286723,6.54380387772203,1.08739987653587,2059.9242629166,0,0,359407,1,Methylotenera versatilis,bacteria
105560,-18.1494673474794,1.80799423079017,1.86392951222405,1.54578169695036,3.38951329837488,1489.38353428604,2.86558074587923e-321,3.28059588838588e-321,316612,1,Methylibium petroleiphilum,bacteria
106,-17.2901710781901,-6.9923994402047,-6.9923994402047,-6.9923994402047,1.05824040129993,2092.88666981255,0,0,105,1,Runella slithyformis,bacteria
1061,-24.2825705183948,0,0,1.39826668862333,-0.2941988160543,2159.89971016745,0,0,1060,1,Rhodobacter capsulatus,bacteria
1063,-16.2770659993671,-8.00550451902766,-7.80424551699676,-7.45283092408827,1.67285240804706,2074.42391242136,0,0,1060,1,Rhodobacter sphaeroides,bacteria
106590,-11.850060379336,0.0606318138981632,-1.62192741691635,0.258654581301407,7.93719554918927,744.7593191723,7.07488400963721e-160,7.66216361614406e-160,106589,1,Cupriavidus necator,bacteria
106592,-18.8443909920582,-0.325158611949713,-5.43817952633661,-1.16923660199832,0.901624614747558,1969.1264649754,0,0,106591,1,Ensifer adhaerens,bacteria
106634,-18.9763284945178,-5.30624202387698,-3.04977631201541,-5.30624202387698,0.163622541840157,2086.31004986274,0,0,106633,1,Thioalkalivibrio versutus,bacteria
106648,-16.557598407544,-3.57441619649469,-7.72497211085083,-4.23288655665931,1.76443577973619,1956.6361965026,0,0,469,1,Acinetobacter bereziniae,bacteria
106649,-15.270225387005,0.185497261507232,-4.68722922069411,-0.652517262583354,4.1855244562069,1589.33902722811,0,0,469,1,Acinetobacter guillouiae,bacteria
106654,-17.9238577942587,-4.69257589544256,-2.4317694656703,0.76142086193805,1.91261170316558,1819.48090826082,0,0,469,1,Acinetobacter nosocomialis,bacteria
1069,-24.2825705183948,0,0,0.441968081314657,-0.33476918896882,2173.34183599709,0,0,1068,1,Rhodomicrobium vannielii,bacteria
1070096,-24.2825705183948,0,0,0.282424600605959,-0.346932857508894,2176.45210202474,0,0,48736,1,Ralstonia sp. 17.1 AW,bacteria
1071080,-16.2141453773937,-3.64063920170856,-8.06842514100115,-8.06842514100115,1.93813929970998,2008.09840659789,0,0,1386,1,Bacillus sp. SB49,bacteria
1071918,-21.1118595566431,-1.35811276259249,-1.31086084846742,5.00164163965133,2.34812037787903,1924.02278565435,0,0,34084,1,Riemerella columbipharyngis,bacteria
1072256,-24.2825705183948,0,5.75398563719019,0,0.392159202067131,2102.44608662439,0,0,1716,1,Corynebacterium uterequi,bacteria
1072637,-23.6186748647387,-0.663895653656138,0.551263385757813,-0.663895653656138,-0.314142007419019,2144.44137296064,0,0,59732,1,Chryseobacterium sp. Ag12,bacteria
107401,-20.8297806681256,-2.05431233749453,-2.23763081085527,-3.45278985026923,-0.12856821323492,2067.69283170061,0,0,104267,1,Tenacibaculum maritimum,bacteria
1075418,-24.2825705183948,0.858693799441512,0.731788801709842,0,-0.321970176605255,2145.11355402461,0,0,13687,1,Sphingomonas sp. MJ-3,bacteria
1076,-15.5767024989711,-2.00538593396429,-3.1016004671668,-2.91715655805786,2.70075030285442,1666.652617688,0,0,1073,1,Rhodopseudomonas palustris,bacteria
107637,-24.2825705183948,0.550734320908909,0,0,-0.340812356591722,2172.11223784786,0,0,416,1,Methylomonas sp. LW13,bacteria
1076550,-23.6255475836031,-0.657022934791708,-0.657022934791708,-0.657022934791708,-0.343571522869489,2174.49891946729,0,0,53335,1,Pantoea rwandensis,bacteria
1077935,-24.2825705183948,0.245511117701956,0,0,-0.347740331350367,2176.69850820137,0,0,265,1,Paracoccus zhejiangensis,bacteria
1077946,-19.517396553951,-4.76517396444377,-4.76517396444377,-4.76517396444377,-0.0111210899289672,2139.00758063175,0,0,1883,1,Streptomyces hundungensis,bacteria
1078300,-24.2825705183948,0,2.70100564088259,3.02898471386121,-0.0865971240021362,2094.73641772953,0,0,953,1,Wolbachia endosymbiont of Myzus persicae,bacteria
1078309,-23.9346653890983,0.316729531442065,0.30661214475521,1.00404409658238,-0.296066984122191,2101.05157024477,0,0,953,1,Wolbachia endosymbiont of Aphis gossypii,bacteria
1078620,-24.2825705183948,0,0,0.829978130606036,-0.317405352763532,2167.21108718823,0,0,-200,1,bacterium MK-T4,bacteria
108,-16.8359212720193,-0.963438870833956,-2.96859917726112,-6.39675649596793,1.96636016763942,1865.33735064139,0,0,107,1,Spirosoma linguale,bacteria
1080068,-19.725884260525,-0.227227275274598,-1.53442945551774,-1.02209393406109,0.626340549790252,1939.76656297508,0,0,47251,1,Leptolyngbya sp. O-77,bacteria
108010,-24.2825705183948,5.54108205301512,0,0,0.46240879816912,2111.57844139113,0,0,106633,1,Thioalkalivibrio paradoxus,bacteria
108028,-24.2825705183948,0,1.73847548187827,0,-0.267679133076709,2150.38264944839,0,0,28263,1,Arcanobacterium pluranimalium,bacteria
1081866,-22.851607949605,-1.43096256878985,-1.43096256878985,-1.43096256878985,-0.250732430036504,2161.12745288073,0,0,2745,1,Halomonas socia,bacteria
1082475,-24.2825705183948,0.810073619752157,0,0,-0.336733302717077,2168.85967223959,0,0,80865,1,Delftia sp. T3-6,bacteria
1082704,-24.2825705183948,0,0,0,-0.351004069937352,0,1,1,1082702,1,Lonsdalea britannica,bacteria
1082851,-13.8024227644141,-2.01151743784145,-2.76981409645073,-2.30602709657453,4.74007164321438,1249.27187898606,3.31420958062533e-269,3.70067531401732e-269,283,1,Comamonas serinivorans,bacteria
108486,-24.2825705183948,0,0,1.86254500478199,-0.287606979893436,2156.12953752128,0,0,1716,1,Corynebacterium falsenii,bacteria
1085,-24.2825705183948,0,9.17236363581696,0,2.95860479856357,2064.24847495643,0,0,1081,1,Rhodospirillum rubrum,bacteria
1087068,-24.2825705183948,5.41775778902193,0,0,0.405191533582066,2096.94369824019,0,0,-200,1,Aspergillus foetidus dsRNA mycovirus,viruses
108980,-23.0603344821377,7.42144289679377,2.22356066074526,4.83003755421873,2.7780049511277,1808.12450376299,0,0,469,1,Acinetobacter ursingii,bacteria
108981,-17.3732759725688,0.930983697162059,-2.07473219813176,0.961561010785436,3.09076620557407,1549.5243778775,0,0,469,1,Acinetobacter schindleri,bacteria
1090615,-22.895372132403,-1.38719838599178,-1.38719838599178,-1.38719838599178,-0.267945241022801,2168.48847240878,0,0,53460,1,Nakamurella panacisegetis,bacteria
1092,-24.2825705183948,0,0,0,-0.351004069937352,0,1,1,1091,1,Chlorobium limicola,bacteria
109328,-24.2825705183948,0,0,1.50334955097859,-0.311671801768511,2160.97185939345,0,0,32067,1,Leptotrichia trevisanii,bacteria
1094341,-24.2825705183948,0.257070868776672,0.819182006088017,2.14636983035012,-0.206684166608136,2093.7668128551,0,0,48736,1,Ralstonia sp. 4506,bacteria
1095370,-24.2825705183948,0,0,0.465704078078255,-0.344377034373476,2173.81543535639,0,0,32008,1,Burkholderia sp. BC1,bacteria
1096,-19.2651111770983,-5.01745934129651,-5.01745934129651,-5.01745934129651,0.101835525322538,2135.81759772179,0,0,1091,1,Chlorobium phaeobacteroides,bacteria
109663,-23.4699051091194,5.44857304745041,7.13401459968432,6.89390848184715,2.94558603874432,1838.98948604683,0,0,953,1,Wolbachia endosymbiont of Drosophila mauritiana,bacteria
1096856,-24.2825705183948,0,3.11976731180015,0,-0.183375843260818,2137.05252634553,0,0,1847,1,Pseudonocardia sp. EC080619-01,bacteria
1096868,-22.895372132403,0.125371005865031,-0.373311949751139,-1.38719838599178,-0.21445645161355,2112.02400369532,0,0,1847,1,Pseudonocardia sp. EC080625-04,bacteria
1097667,-18.9383858383333,-4.91598024152655,-2.79439154280323,0.060145087269796,0.83794531921816,1962.45393815307,0,0,361607,1,Patulibacter medicamentivorans,bacteria
1097668,-16.3507299241767,1.70100066178051,-7.93184059421808,-0.873360483273848,3.91173030829471,1777.76863933459,0,0,32008,1,Burkholderia sp. YI23,bacteria
109790,-14.8333112061564,0.846705531671365,-2.27950576492056,-2.04124491098298,4.79659235789891,1630.61066158283,0,0,1578,1,Lactobacillus jensenii,bacteria
11,-19.8437489766095,0.856731918489901,-4.07162157311016,-0.729883967586528,0.746837631198726,1972.71842532885,0,0,1707,1,Cellulomonas gilvus,bacteria
1100705,-24.2825705183948,0.638799220568829,0.711653518161234,0.241788342736486,-0.32394783286102,2111.17419424368,0,0,665874,1,Limnohabitans sp. 2KL-27,bacteria
1100709,-24.2825705183948,0,0.375065546666134,0,-0.344820259575911,2172.70856694439,0,0,665874,1,Limnohabitans sp. B22-3vk,bacteria
1100711,-23.7005195646792,-0.582050953715657,-0.352231714494489,-0.582050953715657,-0.341143857796403,2160.74003243995,0,0,665874,1,Limnohabitans sp. G3-2,bacteria
1100714,-16.9127497028687,-3.5098989952524,-5.84259203907916,0.680218786454072,2.66635494004887,1752.00941691865,0,0,665874,1,Limnohabitans sp. KL1,bacteria
1100719,-16.9327543274012,-4.68973210731602,-5.74369594261395,0.439899056430722,2.48251792770317,1816.91966881774,0,0,665874,1,Limnohabitans sp. Rim11,bacteria
1100722,-24.2825705183948,0,0.229819239221168,0,-0.346915401006633,2175.66002844209,0,0,665874,1,Limnohabitans sp. SP2,bacteria
11034,-24.2825705183948,9.55397996727025,0,0,3.34018095524977,2061.58922319633,0,0,11019,1,Sindbis virus,viruses
110539,-24.2825705183948,0,4.65335752268159,0,0.12088755722168,2117.63311026796,0,0,1866885,1,Mycolicibacterium vanbaalenii,bacteria
11079,-16.4051444360727,0.383478751611375,1.1409859952212,0.331914307267613,4.1206147874902,1158.77722798924,1.3754377776666e-249,1.52765435534931e-249,11051,1,Murray Valley encephalitis virus,viruses
1108,-21.1637860965112,-0.878633539797156,-2.49303394385068,-1.66708123816801,-0.0322428872570694,2041.01561242156,0,0,1107,1,Chloroflexus aurantiacus,bacteria
11080,-18.1538128211157,1.17357543634213,-0.0425095475843179,-0.157719262396916,2.35512605696019,1465.36796040071,4.6227398890633e-316,5.26457691348989e-316,11051,1,Saint Louis encephalitis virus,viruses
11082,-17.1245263216706,-0.126661303270453,1.03915547033388,0.31335957305154,3.30643614593728,1186.4489473692,1.37986018481066e-255,1.53419874076818e-255,11051,1,West Nile virus,viruses
110937,-18.7532349723631,-5.52933554603167,-5.52933554603167,-5.52933554603167,0.136706634102114,2127.60358747029,0,0,33886,1,Rathayibacter festucae,bacteria
1109743,-24.2825705183948,0.550734320908909,0,0.946044179025368,-0.321537081416719,2149.59949593468,0,0,1883,1,Streptomyces sp. SCSIO 03032,bacteria
1110552,-24.2825705183948,0,0,6.13698736897711,0.821613750379362,2100.46061697653,0,0,374,1,Bradyrhizobium sp. C1,bacteria
1113728,-24.2825705183948,1.60786349949969,0,0,-0.308342833487477,2159.23073695075,0,0,59753,1,Alcanivorax sp. NBRC 101098,bacteria
111501,-24.2825705183948,0,0,0,-0.351004069937352,0,1,1,111500,1,Muricauda ruestringensis,bacteria
1115758,-24.2825705183948,0.550734320908909,10.2331395693779,0,3.87938202233849,2033.27304330606,0,0,1501226,1,Romboutsia ilealis,bacteria
1116631,-24.2825705183948,0,0,0,-0.351004069937352,0,1,1,1279,1,Staphylococcus sp. Y9-MSE-E14,bacteria
1117645,-5.44797854419404,-1.01054794383111,0.32103809194062,1.07126549324873,14.8110191489675,504.001117974283,9.1341739094806e-108,9.75823338589599e-108,308865,1,Elizabethkingia anophelis,bacteria
111781,-24.2825705183948,0.550734320908909,0,0,-0.340812356591722,2172.11223784786,0,0,47251,1,Leptolyngbya sp. PCC 7376,bacteria
111804,-24.2825705183948,0,1.52932982473357,0,-0.3107151150287,2156.27277719479,0,0,1988,1,Actinomadura oligospora,bacteria
1118153,-24.2825705183948,0,0,6.64882659902845,1.16057435581545,2085.42788323225,0,0,2745,1,Halomonas sp. GFAJ-1,bacteria
1118379,-15.7855788543316,-8.49699166406325,-8.49699166406325,-8.49699166406325,2.06625388255288,2092.74854549873,0,0,1073531,1,Mycolicibacter minnesotensis,bacteria
1118963,-15.0627935725225,-3.09968028103398,-3.62623031077241,-9.21977694587231,2.80281111384245,1876.03059017381,0,0,1663,1,Arthrobacter sp. Rue61a,bacteria
112229,-24.2825705183948,0,0,1.65104744849756,-0.301479660155328,2158.88156276131,0,0,12176,1,Pepino mosaic virus,viruses
112234,-14.5450257806286,-1.61126941163799,-0.566477522159321,0.199460793141749,5.08986992493241,1546.75743562253,0,0,59732,1,Chryseobacterium joostei,bacteria
112235,-23.3446928020911,-0.937877716303726,-0.937877716303726,4.02266441562384,0.229161467108447,2101.0390332019,0,0,112987,1,Neochlamydia hartmannellae,bacteria
112437,-18.1359793078214,-1.05641770288118,-2.67851001941438,0.894416994241237,1.94562410372175,1869.02994122375,0,0,156207,1,Oat necrotic mottle virus,viruses
1124835,-20.9865121963082,3.48002344884945,0.895515264428411,0.597385397319167,1.39369924804473,1854.44878326987,0,0,59732,1,Chryseobacterium carnipullorum,bacteria
1125609,-23.9545496299147,-0.32802088848012,-0.32802088848012,-0.32802088848012,-0.34810517671706,2177.59691571688,0,0,-200,1,bacterium hswX131,bacteria
1125847,-19.9196631970704,3.60633665014067,-1.05969883552545,-0.308543002109352,2.14385456529983,1859.71855297696,0,0,379,1,Rhizobium sp. NT-26,bacteria
1126,-12.5594260277708,-3.79150782804102,-5.47168132306009,-9.11775839568595,5.34260770863801,1681.01157943927,0,0,1125,1,Microcystis aeruginosa,bacteria
1126833,-24.2825705183948,0.477628580333878,0,0,-0.343602320199649,2173.19891413524,0,0,44249,1,Paenibacillus beijingensis,bacteria
113056,-24.2825705183948,0,2.39849052860562,0,-0.155879924125841,2142.93597265525,0,0,1578,1,Lactobacillus sp. GTP5,bacteria
1130711,-24.2825705183948,6.83004010666934,0,0,1.10746727580877,2095.18495548048,0,0,-200,1,T7 Flexi Vector pFC30K His6HaloTag,0
1130907,-24.2825705183948,0,0,0,-0.351004069937352,0,1,1,13687,1,Sphingomonas sp. 007,bacteria
1130930,-23.7005195646792,-0.336539836013701,-0.176704371922655,-0.582050953715657,-0.334803761823686,2143.85226803458,0,0,13687,1,Sphingomonas sp. 247,bacteria
1130967,-24.2825705183948,0,0,0.456713224679127,-0.331805840879998,2172.84274583055,0,0,13687,1,Sphingomonas sp. 654,bacteria
1130996,-24.2825705183948,0,0.375065546666134,1.76428402781986,-0.286486913808404,2139.80924900272,0,0,-200,1,uncultured bacterium W5-102b,bacteria
1130997,-24.2825705183948,0,0.449660025694138,0,-0.342004918115753,2171.41027458495,0,0,-200,1,uncultured bacterium W5-15b,bacteria
1130999,-24.2825705183948,2.70444449015467,0,0,-0.20264711524675,2143.75711409118,0,0,-200,1,uncultured bacterium W5-51b,bacteria
113107,-15.8131749832242,-1.54574465669637,-0.0266160888374979,-0.481450133462301,3.77342791275246,1675.42099151689,0,0,1301,1,Streptococcus australis,bacteria
1133523,-24.2825705183948,0,0,0.814712600013322,-0.337003168018436,2161.42580335399,0,0,1386,1,Bacillus sp. MS238f,bacteria
1133546,-17.0748594375433,-7.20771108085146,-7.20771108085146,-4.69533699974887,1.14653761040632,2071.52576505401,0,0,754249,1,Luteimicrobium xylanilyticum,bacteria
1133857,-24.2825705183948,1.60786349949969,0,0,-0.308342833487477,2159.23073695075,0,0,329857,1,Cohnella plantaginis,bacteria
1134405,-24.2825705183948,0,0,0.946044179025368,-0.331576972851573,2167.60355595333,0,0,1134403,1,Melioribacter roseus,bacteria
1134435,-23.7574051723275,-0.525165346067343,2.86322299228991,3.82441765099679,0.228398542929154,2038.19583256092,0,0,33057,1,Thauera humireducens,bacteria
1134687,-13.3795628786828,-0.55171486595688,-1.42048747884988,0.646678921750489,6.44113570113351,831.619422262286,1.0866126655794e-178,1.18110072345587e-178,570,1,Klebsiella michiganensis,bacteria
113562,-24.2825705183948,0.504786604213678,0,0,-0.342661979709121,2172.80426311658,0,0,1865,1,Actinoplanes derwentensis,bacteria
114,-16.9512650209842,-1.55632338349943,-1.29442960958784,-3.81396891509167,1.95573724319483,1843.75725818833,0,0,113,1,Gemmata obscuriglobus,bacteria
114090,-24.2825705183948,8.3788591408792,4.71732893895576,0,2.38936430901113,2003.92828962297,0,0,1253,1,Pediococcus inopinatus,bacteria
1141883,-17.1751153906132,-6.66430947449484,-5.96221867489318,-6.4172931569127,1.11351265920027,2010.83853908328,0,0,149698,1,Massilia putida,bacteria
1145091,-14.639726851149,0.134341969408186,-3.40064989227604,-0.0700347781895368,4.98663278539939,1567.53722427824,0,0,48736,1,Ralstonia sp. CSS3,bacteria
114615,-22.2601256765949,-2.02244484179991,3.55979558359419,-0.974073731798692,0.539931342942522,2041.29698276347,0,0,374,1,Bradyrhizobium sp. ORS 278,bacteria
114616,-20.8196466936973,-3.22906735715804,-2.73492566733764,3.6385876355305,1.4780214595037,1995.6146932876,0,0,407,1,Methylobacterium nodulans,bacteria
114707,-20.7846530835623,1.4797219853572,-2.5809973789401,0.849622786988593,0.673616126695703,1918.04852917794,0,0,286,1,uncultured Pseudomonas sp.,bacteria
114708,-22.2948075786435,0.363894817862411,1.38786333230748,0.189619670464857,0.153039554239858,1952.67203636641,0,0,34072,1,uncultured Variovorax sp.,bacteria
114710,-24.2825705183948,0.257070868776672,0.375065546666134,0.465704078078255,-0.334680811418357,2142.82037679007,0,0,283,1,uncultured Comamonas sp.,bacteria
114715,-9.8563215864799,0.249746731254634,-1.64872798135525,0.151619735563904,9.9509956458186,667.612653821807,3.58548454267159e-143,3.86307044274939e-143,48736,1,uncultured Ralstonia sp.,bacteria
114847,-24.2825705183948,0,0.202330292496599,0,-0.347852640097562,2176.15724493185,0,0,2433,1,uncultured Roseobacter sp.,bacteria
1148509,-24.2825705183948,0,0,0.946044179025368,-0.331576972851573,2167.60355595333,0,0,286,1,Pseudomonas prosekii,bacteria
1149133,-23.1235914278045,2.73592505804946,0.720811753249007,4.81810632925223,0.934689240310713,1968.31992750035,0,0,286,1,Pseudomonas furukawaii,bacteria
1149952,-24.2825705183948,0,4.01044343134344,0,-0.0314618237920138,2126.06835343768,0,0,234,1,Brucella sp. 09RB8471,bacteria
