Gene.ID,logFC,logCPM,LR,PValue,FDR,genus_tax_id,tax_level,name,category
1584,-0.0489616790195288,2.47940329776807,1.93548483906625e-08,0.999888996941046,1,1578,1,Lactobacillus delbrueckii,bacteria
1598,-0.160273805872681,3.45322743362582,-3.19526343162124e-08,1,1,1578,1,Lactobacillus reuteri,bacteria
1599,0.0248325377290637,3.03174461255575,1.53999573421317,0.214618440115148,1,1578,1,Lactobacillus sakei,bacteria
162,-0.0394975761339902,6.65872399406936,0.550320776398735,0.458186654698435,1,157,1,Treponema phagedenis,bacteria
1631,0.0366035190394554,3.4815187379544,0.902401697602059,0.342138543046836,1,559173,1,Fructobacillus fructosus,bacteria
1639,0.0308888955629366,2.9071751009876,-4.42167724656883e-08,1,1,1637,1,Listeria monocytogenes,bacteria
1646,0.00687239383858864,2.49215095011086,1.19772520790207e-08,0.999912679009043,1,1645,1,Renibacterium salmoninarum,bacteria
1656,0.0972932985036179,3.72611155208695,3.07208216964526,0.0796473977264573,0.87659266136811,1654,1,Actinomyces viscosus,bacteria
1680,0.175498803034674,7.77285398955173,8.01695359390661,0.00463414567787636,0.124920448707971,1678,1,Bifidobacterium adolescentis,bacteria
1710,0.120952403916417,3.23705325249869,5.18680262178792,0.022759051314246,0.393505724727289,157920,1,Cellulosimicrobium cellulans,bacteria
1711,0.0883099104997704,5.30461480868112,0.860543851042394,0.353586543494171,1,1707,1,Cellulomonas flavigena,bacteria
1764,0.00516505687073946,2.67492688141835,1.6074541875355e-07,0.999680103600501,1,1763,1,Mycobacterium avium,bacteria
1767,0.0149605513818737,2.53824055159052,4.03558519934677e-08,0.999839714838603,1,1763,1,Mycobacterium intracellulare,bacteria
1771,0.0857565860418349,4.08683549688895,1.56444074921382,0.21101619196989,1,1866885,1,Mycolicibacterium phlei,bacteria
1773,0.162549942660336,5.6728117558893,6.59914065417985,0.0102027999109654,0.233771984972278,1763,1,Mycobacterium tuberculosis,bacteria
1778,0.0603831450858612,3.18043814342026,9.55174073169474e-09,0.999922020342454,1,1763,1,Mycobacterium gordonae,bacteria
1804,0.321558104523462,3.75134172072603,9.78542686880246e-08,0.999750408413152,1,1866885,1,Mycolicibacterium gilvum,bacteria
1828,0.328293965749789,3.02369793657085,-2.24040281437965e-07,1,1,1827,1,Rhodococcus fascians,bacteria
1833,0.0987406833067016,3.48832865608741,8.81295569854501e-08,0.999763135023993,1,1827,1,Rhodococcus erythropolis,bacteria
1852,-0.030552879718868,2.55328687226719,-3.84877552050966e-09,1,1,1851,1,Saccharomonospora viridis,bacteria
1855,0.179358467284094,4.96176042256404,6.08437873299292,0.0136382317980481,0.278759463124939,1854,1,Frankia sp.,bacteria
1861,0.177013586143934,3.54168275139053,8.41603850392675,0.00371925289542086,0.106427852084351,1860,1,Geodermatophilus obscurus,bacteria
1877,0.100946581605173,7.78246287193974,2.74691118599536,0.0974425064416977,0.985990542797127,1873,1,Micromonospora echinospora,bacteria
1890,0.134267038128104,3.66678241954713,3.95670716948448,0.0466849415639497,0.620242795063903,1883,1,Streptomyces antibioticus,bacteria
1927,-0.124239062352174,4.5552586190868,5.1862301120309e-09,0.999942539956251,1,1883,1,Streptomyces rimosus,bacteria
1940,0.0126055817625078,2.82381366274875,0.220697954890078,0.638508625625419,1,1883,1,Streptomyces albireticuli,bacteria
198,-0.00730793598574124,3.14717568791668,0.324938283802481,0.568654921844336,1,194,1,Campylobacter hyointestinalis,bacteria
199,0.107780705581383,7.30888782227964,2.59575016655772,0.107150694984291,1,194,1,Campylobacter concisus,bacteria
2006,-0.0104998306421201,2.63651320135566,1.06272182165412e-08,0.99991774735738,1,147067,1,Thermobispora bispora,bacteria
2021,0.0989129848471744,4.65141710216343,1.90676066051367,0.167323534116552,1,83677,1,Thermobifida fusca,bacteria
2035,-0.0583877520416801,2.79840488343533,2.71743143542835e-07,0.999584070868399,1,2034,1,Curtobacterium flaccumfaciens,bacteria
204,-0.139661636097161,3.15140439380269,-1.64016231707365e-08,1,1,194,1,Campylobacter showae,bacteria
2041,0.0704931220123585,3.79858165828892,1.36050251004948,0.243450411208252,1,2040,1,Aeromicrobium erythreum,bacteria
2054,-0.227606667026651,5.29624199454988,8.93573183594509,0.00279645402093085,0.0881593979479895,2053,1,Gordonia bronchialis,bacteria
2377,0.0507244857150617,3.20893687757895,-1.31559765748079e-07,1,1,2375,1,Sporomusa termitida,bacteria
238,0.0168629113673518,7.39995464416556,0.0731420311393123,0.786815744088942,1,308865,1,Elizabethkingia meningoseptica,bacteria
239,0.048411290400443,6.12877062870808,0.568028652835011,0.451043342290112,1,237,1,Flavobacterium sp.,bacteria
2426,0.050737693284043,2.72324461637723,3.22409334785334e-08,0.999856733760043,1,2425,1,Teredinibacter turnerae,bacteria
247,0.116411166432001,8.013135605403,3.24749531596184,0.0715326893782717,0.821301248417193,59734,1,Empedobacter brevis,bacteria
259,-0.0702059192663943,2.50276922907874,-6.7457784691527e-08,1,1,28453,1,Sphingobacterium thalpophilum,bacteria
2694,0.1984098522476,3.27014572327616,12.6177103153775,0.000382109095765328,0.0296134549218129,-200000942,1,Incompatibility symbiont of Nasonia longicornis,bacteria
274,0.424039939607143,6.3136638308191,6.19695086356842e-08,0.999801377207586,1,270,1,Thermus thermophilus,bacteria
2748,0.102755636547543,2.5931590888644,-1.46119200294947e-07,1,1,2747,1,Carnobacterium divergens,bacteria
285,0.100273074863045,5.73436586366861,2.65816292963166,0.103019655325447,1,283,1,Comamonas testosteroni,bacteria
287,0.0816508373873231,5.67340214220063,1.50964619017522,0.2191930825486,1,286,1,Pseudomonas aeruginosa,bacteria
292,0.154855357564456,2.72953847572885,4.69397711810871e-08,0.999827133618142,1,32008,1,Burkholderia cepacia,bacteria
293,-0.00892840707853027,2.99361809668067,1.9860888400558e-07,0.999644418315776,1,41275,1,Brevundimonas diminuta,bacteria
296,-0.116231022100899,3.6971799937576,3.08075903360248,0.0792235455447627,0.87659266136811,286,1,Pseudomonas fragi,bacteria
297,0.02625000948859,3.43949670582296,0.135767049485757,0.712525937965722,1,70774,1,Hydrogenophilus thermoluteolus,bacteria
300,0.185818577625973,7.132774202223,8.88202786863583,0.00287991484612959,0.0892773602300172,286,1,Pseudomonas mendocina,bacteria
301,0.0569002351112424,6.1962893038384,0.852293752680865,0.3559042551357,1,286,1,Pseudomonas oleovorans,bacteria
303,0.0693049123589282,5.70100735791613,1.41029074234483,0.23500813435959,1,286,1,Pseudomonas putida,bacteria
304,-0.032183213465368,4.03997237260339,0.247103974607626,0.619121680510372,1,335058,1,Pelomonas saccharophila,bacteria
305,0.0983785479205639,7.13837024690442,1.93994622705926,0.16367437280378,1,48736,1,Ralstonia solanacearum,bacteria
306,0.0880197275635343,9.00409449963185,2.0665155263181,0.150565180966296,1,286,1,Pseudomonas sp.,bacteria
33,0.0327039374545587,2.45821037727406,-8.00876520656857e-09,1,1,32,1,Myxococcus fulvus,bacteria
373,0.0903032187496647,5.88964234947972,2.1772289383688,0.14006645338138,1,357,1,Agrobacterium vitis,bacteria
380,0.040473092682771,7.5292845938962,0.477747977096314,0.489444165091652,1,28105,1,Sinorhizobium fredii,bacteria
382,0.117863144037908,7.28929356818144,3.0435719138386,0.0810573787835426,0.881676751680639,28105,1,Sinorhizobium meliloti,bacteria
391,0.0506923088228975,11.9843799663382,0.683760605984986,0.408294773056697,1,379,1,Rhizobium sp.,bacteria
414,0.0457127649674212,2.5079706887739,-3.05710123882363e-09,1,1,413,1,Methylococcus capsulatus,bacteria
470,0.135392730984508,3.28610318386029,1.53402060321704,0.215510025421694,1,469,1,Acinetobacter baumannii,bacteria
471,0.0593571891222957,2.48403783733757,-2.19902656972693e-07,1,1,469,1,Acinetobacter calcoaceticus,bacteria
477,0.240670839435652,3.19194013197782,14.2911372554846,0.000156600466803942,0.0171146469059639,475,1,Moraxella lacunata,bacteria
479,0.206121039666828,3.24769370971995,1.89579409948237e-08,0.999890140999438,1,475,1,Moraxella sp.,bacteria
480,0.049027137469732,10.9078924697418,0.681465927507332,0.409082393908441,1,475,1,Moraxella catarrhalis,bacteria
511,0.0453922108452293,3.63946228032764,8.46992307401706e-08,0.999767790604257,1,507,1,Alcaligenes faecalis,bacteria
518,0.0747995482184135,8.1857730889214,1.78927552369962,0.181014458067168,1,517,1,Bordetella bronchiseptica,bacteria
519,0.140522640345072,6.44003086477411,4.33732472394495,0.0372854660561526,0.554807734915551,517,1,Bordetella parapertussis,bacteria
539,0.192664975634691,4.92550787288251,1.45767955928022e-07,0.999695371113628,1,538,1,Eikenella corrodens,bacteria
542,0.420571368790239,4.79006847869379,28.2640482043917,1.05843668105792e-07,6.56230742255913e-05,541,1,Zymomonas mobilis,bacteria
545,0.0841509290510085,3.71322533608517,1.77362799124562,0.18293372313156,1,544,1,Citrobacter koseri,bacteria
546,0.256217775434515,4.15670735704969,12.3791132827763,0.000434163287616429,0.0310593736525599,544,1,Citrobacter freundii,bacteria
548,0.161512629916896,3.13067755916898,-1.62899112865489e-07,1,1,570,1,Klebsiella aerogenes,bacteria
549,-0.0559992893706159,2.6798984596171,4.10441405307438e-08,0.9998383537472,1,53335,1,Pantoea agglomerans,bacteria
550,-0.0534786703832503,2.58528374816574,7.75437705158311e-08,0.999777815625531,1,547,1,Enterobacter cloacae,bacteria
556,0.0853191498198791,6.25655899800441,2.11496109289619,0.145865760836589,1,204037,1,Dickeya chrysanthemi,bacteria
56,0.0252358158839927,2.93445339888902,4.03382358626914e-08,0.999839749826249,1,39643,1,Sorangium cellulosum,bacteria
587,-0.0677092817459566,2.59215489085843,1.17443525127214e-07,0.99972656469265,1,586,1,Providencia rettgeri,bacteria
65,0.268065246663675,9.87943868699638,9.51535255846779,0.00203759954667492,0.0738937777324598,64,1,Herpetosiphon aurantiacus,bacteria
666,-0.079926068946598,3.23758593533985,-1.73632663802437e-08,1,1,662,1,Vibrio cholerae,bacteria
673,-0.0374111095995339,2.54607776023373,-1.39606710192197e-07,1,1,246861,1,Grimontia hollisae,bacteria
675,-0.0293120659647642,2.57636842959824,-8.80294326321973e-08,1,1,662,1,Vibrio cincinnatiensis,bacteria
689,0.0143283647495867,4.32725616237485,0.0472190441920475,0.827974997845699,1,662,1,Vibrio mediterranei,bacteria
716,0.249100595969201,4.67357743969163,19.9516627866352,7.9424851856699e-06,0.00246217040755767,713,1,Actinobacillus suis,bacteria
718,-0.027215700811374,4.19206190383992,0.0748878420583168,0.784348663230166,1,713,1,Actinobacillus equuli,bacteria
720,0.0756864143533229,5.14790466381707,1.35381094133646,0.244612986258949,1,713,1,Actinobacillus lignieresii,bacteria
728,-0.150076011784226,2.74629816856416,6.90454129426143e-08,0.999790343914806,1,292486,1,Avibacterium paragallinarum,bacteria
739,0.433460947099455,4.90671743889749,21.4083283203859,3.7115547689236e-06,0.00172587296754948,416916,1,Aggregatibacter segnis,bacteria
762,0.0700909676655495,3.37046525385197,0.679374611208488,0.409802157689162,1,292486,1,Avibacterium volantium,bacteria
769,0.221087589432134,3.09986094742629,9.19808145912359,0.00242268910767707,0.080467888219274,768,1,Anaplasma centrale,bacteria
779,0.0996652515198456,2.84584883744492,0.764300720208709,0.381985965400559,1,943,1,Ehrlichia ruminantium,bacteria
821,0.0139375759287322,7.62367659614367,0.0482962817971782,0.826054840915633,1,816,1,Bacteroides vulgatus,bacteria
826,0.0822972247899035,4.54471389835341,1.54153231081524,0.214389867814976,1,32068,1,Sebaldella termitidis,bacteria
837,0.0666901672686823,5.82779247739764,1.25200211582638,0.263170428271999,1,836,1,Porphyromonas gingivalis,bacteria
853,0.0598491240393532,7.44196979887377,1.05523114377425,0.304305376089597,1,216851,1,Faecalibacterium prausnitzii,bacteria
873,-0.0626493988644719,4.06002055968897,0.364959033524649,0.545764931414651,1,2582840,1,Desulfocurvibacter africanus,bacteria
