Gene.ID,genus_tax_id,tax_level,name,category,SRR12515807,SRR12515808,SRR12515809,SRR12515810,SRR12515811,SRR12515812,SRR12515813,SRR12515814,SRR12515815,SRR12515816,SRR12515817,SRR12515818,SRR12515819,SRR12515820,SRR12515821,SRR12515822,SRR12515823,SRR12515824,SRR12515825,SRR12515826,SRR12515827,SRR12515829,SRR12515830,SRR12515831,SRR12515832,SRR12515833,SRR12515834,SRR12515835,SRR12515836,SRR12515837,SRR12515838,SRR12515839,SRR12515840,SRR12515841,SRR12515842,SRR12515843,SRR12515844,SRR12515845,SRR12515846,SRR12515847,SRR12515848,SRR12515849,SRR12515850,SRR12515851,SRR12515852,SRR12515853,SRR12515854,SRR12515855,SRR12515856,SRR12515857,SRR12515858,SRR12515859,SRR12515860,SRR12515861,SRR12515862,SRR12515863,SRR12515864,SRR12515865,SRR12515866,SRR12515867,SRR12515868,SRR12515869,SRR12515870,SRR12515871,SRR12515872,SRR12515873,SRR12515874,SRR12515875,SRR12515876,SRR12515877,SRR12515878,SRR12515879,SRR12515880,SRR12515881,SRR12515882,SRR12515883,SRR12515884,SRR12515885,SRR12515886,SRR12515887,SRR12515888,SRR12515889,SRR12515890,SRR12515891,SRR12515892,SRR12515893,SRR12515894,SRR12515895,SRR12515896,SRR12515897,SRR12515898,SRR12515899,SRR12515900,SRR12515901,SRR12515902,SRR12515903,SRR12515904,SRR12515905,SRR12515906,SRR12515907,SRR12515908,SRR12515909,SRR12515910,SRR12515911,SRR12515912,SRR12515913,SRR12515914,SRR12515915,SRR12515916,SRR12515917,SRR12515918,SRR12515919,SRR12515920,SRR12515921,SRR12515922,SRR12515923,SRR12515924,SRR12515925,SRR12515926,SRR12515927,SRR12515928,SRR12515929,SRR12515930,SRR12515931,SRR12515932,SRR12515933,SRR12515934,SRR12515935,SRR12515936,SRR12515937,SRR12515938,SRR12515939,SRR12515940,SRR12515941,SRR12515942,SRR12515943,SRR12515944,SRR12515945,SRR12515946,SRR12515947,SRR12515948,SRR12515949,SRR12515950,SRR12515951,SRR12515952,SRR12515953,SRR12515954,SRR12515955,SRR12515956,SRR12515957,SRR12515958,SRR12515959,SRR12515960,SRR12515961,SRR12515962,SRR12515963,SRR12515964,SRR12515965,SRR12515966,SRR12515967,SRR12515968,SRR12515969,SRR12515970,SRR12515971,SRR12515972,SRR12515973,SRR12515974,SRR12515975,SRR12515976,SRR12515977,SRR12515978,SRR12515979,SRR12515980,SRR12515981,SRR12515982,SRR12515983,SRR12515984,SRR12515985,SRR12515986,SRR12515987,SRR12515988
2126319,34072,1,Variovorax sp. PMC12,bacteria,2297,1326,83,5,1155,293,343,199,386,4,3179,1981,4116,43,304,36,45,66,442,188,3891,7932,1428,1154,649,305,191,443,10648,8313,2270,4153,2349,9787,1052,313,188,87,4545,1631,8820,5380,162,7494,15,46,51,36,11367,32,38,19346,1844,17873,11,48,38,33,84,19780,65,14538,15690,23796,600,382,444,3503,5927,5015,1428,8863,3109,1419,60,33,13,276,312,159,9268,43,511,0,5396,8,7,17,619,24,255,1858,97,1364,16765,28,100,72,251,115,269,45,156,74,1773,22,1173,983,1414,1800,0,1814,15607,36,274,7,819,166,20,1186,3461,1184,3233,5060,2052,10916,29,25,16,3613,32,71,86,321,151,173,31,29,91,271,1045,229,196,12254,0,509,6860,14,19,54,97,341,36,263,54758,444,3803,54,96,18,197,410,74,1100,1409,59,30,392,68,55,1343,1042,4387,33,104,51,104,279,193,56,138
436515,34072,1,Variovorax boronicumulans,bacteria,713,304,23,14,113,44,950,87,86,2,839,391,622,16,25,12,114,59,112,73,1210,735,311,449,100,117,99,146,3327,2405,934,948,666,2881,234,122,95,52,778,577,3343,389,72,965,5,9,22,10,763,18,11,826,307,1069,4,3,21,9,24,412,15,3157,2459,6463,160,138,191,732,2074,1409,214,1608,1421,812,7,10,2,73,53,56,732,23,109,0,2772,4,4,8,120,0,58,330,18,346,1000,98,12,6,31,65,56,17,24,19,88,6,734,192,483,1925,0,681,1275,15,40,8,301,16,10,830,2092,329,1263,438,560,420,13,9,11,96,30,13,15,377,132,46,9,17,20,29,191,28,93,4119,0,233,363,6,14,16,97,180,12,56,1842,195,546,54,27,8,105,98,32,46,1309,10,17,65,17,28,374,332,142,19,34,25,58,102,122,10,155
662548,34072,1,Variovorax sp. RA8,bacteria,111,560,0,0,6,0,35,7,19,0,136,195,0,22,4,2,4,0,97,11,49,108,9,11,45,9,22,10,163,53,120,0,81,392,0,62,6,10,272,127,26,31,0,298,2,7,2,2,489,6,11,80,28,474,0,2,3,0,9,101,4,103,87,129,0,6,18,154,605,45,0,114,0,0,0,0,0,0,16,12,51,2,21,0,126,0,0,2,1553,9,6,0,0,31,259,1,0,4,0,0,6,2,5,0,92,2,33,44,41,915,0,112,0,0,9,0,24,3,0,23,95,70,118,132,258,0,0,0,0,11,9,0,2,25,0,10,0,0,0,11,14,4,23,0,0,0,128,19,10,12,5,49,7,12,100,74,62,0,28,4,31,13,7,0,93,2,0,22,0,11,116,0,0,0,8,0,0,5,13,3,0
207745,34072,1,Variovorax sp. WDL1,bacteria,222,54,0,4,3,0,23,8,12,0,225,80,123,0,0,3,2,10,39,17,109,37,18,20,26,8,39,46,705,33,151,81,71,204,13,30,0,0,18,9,117,3431,5,958,0,4,4,5,1220,0,3,384,65,664,0,1,0,4,14,107,8,85,178,79,13,6,6,188,47,40,0,1558,781,0,1,0,0,12,23,35,83,0,0,0,1337,0,1,1,24,2,7,0,2,55,127,1,0,6,7,39,6,2,0,6,0,2,31,41,42,106,0,181,196,3,18,2,8,4,0,42,231,117,16,193,90,240,2,4,0,6739,0,6,2,69,0,8,2,0,3,3,79,25,36,311,0,22,268,4,0,10,6,3134,0,13,559,67,216,4,18,6,7,5,2,20,12,3,2,12,1,2,193,73,54,2,0,2,3,19,9,5,12
434009,34072,1,Variovorax sp. PBL-H6,bacteria,168,27,0,16,7,0,21,38,11,0,47,0,138,4,10,4,0,17,20,6,41,41,16,5,6,17,8,12,103,15,122,405,46,256,156,2,4,0,30,22,1797,18,5,69,2,4,2,0,186,4,4,97,41,76,0,3,2,6,8,134,5,129,127,742,1,27,31,0,92,79,0,169,127,151,2,0,2,0,15,19,319,0,26,0,241,0,0,3,19,2,38,2233,0,152,49,0,0,5,9,0,0,2,2,5,3,1,40,32,10,116,0,99,0,1,7,0,19,5,0,13,36,27,0,0,90,150,3,2,3,32,6,0,13,132,35,14,0,0,0,10,23,19,9,126,0,26,136,0,2,6,5,7,0,20,1406,46,50,2,2,2,6,0,3,17,69,0,2,10,0,3,47,163,47,0,2,0,5,9,0,4,17
143809,34072,1,Variovorax sp. HAB-29,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034889,34072,1,Variovorax sp. HW608,bacteria,106,257,0,2,5,29,47,28,25,1,4188,11099,150,12,15,6,0,9,30,16,75,0,7,9,35,59,10,24,380,878,28,117,153,842,4,4,0,9,36,31,866,199,0,172,1,966,8,8,32389,4,0,2073,136,287,0,8,1,6,5,14474,14,518,0,668,16,29,40,98,84,68,312,302,206,316,6,3,6,45,0,24,11543,0,49,0,673,0,1,3,51,1,25,69,4,80,142,2,84,7,7,43,13,0,4,11,2,4,77,16,35,49,0,123,14468,17,17,0,26,31,2,21,1277,16,48,191,149,14629,38,8,2,10,4,13,9,43,5182,16,2,4,4,13,127,17,9,4837,0,360,17479,3,8,5,41,20,6,17,288,30,119,2,3,3,14,4,2,16,19,5,2,77,0,6,123,225,193,0,2,0,25,17,6,10,22
-200,-200,2,all taxa with neither family nor genus classification,0,4028,6191,1683,1101,2042,1473,1545,952,1035,16,6932,5263,6296,700,775,409,707,836,1201,971,744,766,1320,1544,1108,1687,3205,2319,2201,656,1353,569,687,3648,1482,1303,1046,674,1172,2787,3064,3769,3543,4837,1043,1022,1010,278,9278,291,294,6795,2217,8886,738,1042,1101,371,670,24445,464,3851,2609,2927,587,765,574,803,2530,1172,46449,9961,12979,24863,1024,963,742,1581,1825,1245,7010,1014,1297,1,8472,1409,407,685,1163,208,901,3755,1059,5092,8064,891,729,747,934,949,773,76,53,1232,64,752,364,269,256,4553,1,8319,10288,746,2319,712,1492,1311,781,777,1528,700,2167,20493,22521,14214,917,713,822,1220,820,1091,870,3013,2092,2117,738,582,784,832,2143,629,988,11633,2,4354,15768,638,498,1078,1480,1730,832,1383,11987,3677,6440,974,1136,1040,1119,1121,523,1186,488,106,58,70,62,88,7046,10980,6028,1144,1165,1201,463,1399,805,543,3161
-100,-200,1,all taxa with neither family nor genus classification,0,4028,6191,1683,1101,2042,1473,1545,952,1035,16,6932,5263,6296,700,775,409,707,836,1201,971,744,766,1320,1544,1108,1687,3205,2319,2201,656,1353,569,687,3648,1482,1303,1046,674,1172,2787,3064,3769,3543,4837,1043,1022,1010,278,9278,291,294,6795,2217,8886,738,1042,1101,371,670,24445,464,3851,2609,2927,587,765,574,803,2530,1172,46449,9961,12979,24863,1024,963,742,1581,1825,1245,7010,1014,1297,1,8472,1409,407,685,1163,208,901,3755,1059,5092,8064,891,729,747,934,949,773,76,53,1232,64,752,364,269,256,4553,1,8319,10288,746,2319,712,1492,1311,781,777,1528,700,2167,20493,22521,14214,917,713,822,1220,820,1091,870,3013,2092,2117,738,582,784,832,2143,629,988,11633,2,4354,15768,638,498,1078,1480,1730,832,1383,11987,3677,6440,974,1136,1040,1119,1121,523,1186,488,106,58,70,62,88,7046,10980,6028,1144,1165,1201,463,1399,805,543,3161
1499912,-200,1,bacterium EM-2014-182,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1945412,-200,1,Vector pT7POL26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,51,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2485920,-200,1,Penicillium roseopurpureum negative ssRNA virus 1,viruses,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,8,0,0,6,0,8,0,8,4,80,7,0,0,0,0,3,0,2,228,12,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2924,0,502,10,9,4,890354,12296,21239,0,0,523,3787,0,12,6,108022,60322,625167,0,6,0,0,0,10,6,5,6,2,20,0,7,0,572,8,5,0,7717,7395,5939,0,0,0,0,63,0,0,0,0,0,176,0,2,117,0,0,0,2,7,0,0,0,0,0,317,2,2,3,24,90,1272,473,0,18,0,3,3,2,85,7,396,226,0,0,0,436,0,2,8,3853,15,14121,6284,0,0,0,3,0,6,6,6,2,0,0,0,1,0,0,0,583,0,524,7,2,6,0,0,61,2,0
152509,-200,1,uncultured Bacteroidetes bacterium,bacteria,0,67,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,36,7,144,0,7,0,17,40,702,111,222,43,23,59,38,0,12,285,275,121,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1256,896,1399,27,72,37,0,1152,59,139,0,0,0,0,5,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,16,0,0,6,76,36,36,0,0,0,200,0,0,0,48,34,0,208,0,21,153,0,176,0,0,20,0,0,0,0,38,0,0,0,0,1,0,0,0,0,0,0,0,16,0,9,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,146,0,0,0,2,2,0,0,0,10,0,0,0,0,0,0,14
86473,-200,1,uncultured Gammaproteobacteria bacterium,bacteria,74,66,10,4,9,10,21,20,16,0,379,134,247,6,17,10,6,7,24,19,0,0,0,0,31,34,13,0,0,0,0,0,0,0,0,0,0,12,0,0,0,61,6,131,0,4,9,5,394,7,2,96,29,181,0,2,40,4,18,274,12,0,0,0,2,0,0,0,0,0,156,387,219,350,2,5,0,30,14,25,72,2,50,0,363,3,0,0,37,2,19,219,5,269,287,3,3,6,17,9,8,0,0,4,0,1,0,3,0,116,0,143,456,1,22,2,0,0,1,0,0,0,0,340,269,532,6,3,4,29,0,13,10,40,76,28,1,13,6,10,42,14,27,110,0,119,473,0,0,3,17,40,8,18,918,111,375,7,6,0,9,13,4,26,0,0,0,1,0,2,359,271,238,2,6,3,4,29,38,6,15
77133,-200,1,uncultured bacterium,bacteria,20193,149277,4845,45287,3007,11098,1982,968,1428,11,42895,9342,20803,196,1348,466,202,715,1912,3482,3910,2848,1769,377,3411,2488,4547,259,5975,1942,1723,5222,2625,14196,1585,269,85,1192,1990,2680,4801,9254,70011,19505,88,1427,4997,255,38199,170,200,20698,3390,30460,122,292,175,309,3871,54969,242,43629,21740,26903,265,432,438,11281,7183,14022,102208,17185,50104,40877,457,247,191,2121,2779,1529,21492,459,2880,0,87363,96695,104,7276,2873,215,2404,10028,788,11411,19093,214,364,604,1029,732,2254,53,133,1060,6,31,467,671,3450,32289,0,20025,71096,170,2165,134,724,193,89,1183,5160,2859,7595,29237,39244,23192,405,452,570,1052,1201,2200,968,3914,1759,3774,233,307,337,2116,3641,726,1148,32719,0,5701,46376,756,233,627,1717,4149,8414,1944,128046,4459,14106,243,414,164,1528,1210,319,1873,1906,25,23,167,42,81,20103,9366,15307,82455,232,4980,1133,1560,1754,1222,41190
2315862,2698688,1,Paraflavitalea soli,bacteria,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,1083,265,5,262,30,21,0,39,28,0,0,7,0,11,62,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21248,0,210,375,366,3,0,2,59,40,0,8120,173,724,6507,33,48,8,0,187,0,0,50,0,0,0,0,0,0,0,0,0,0,79,0,0,2,0,4,0,0,0,0,1,55,0,9,34,6,12,0,0,0,0,1,584,0,0,3,1,7,77,0,0,8746,5365,676,44,19,74,0,99,128,18,0,0,0,0,0,0,0,0,0,0,1177,0,645,566,38,16,106,111,11,69,138,0,0,0,0,0,2,0,0,0,15,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0
