Gene ID,tax_level,genus_tax_id,name,category,SRR11440601,SRR11440602,SRR11440603,SRR11440604,SRR11440605,SRR11440606,SRR11440607,SRR11440608,SRR11440609,SRR11440610,SRR11440611,SRR11440612,SRR11440613,SRR11440614,SRR11440615,SRR11440616,SRR11440617,SRR11440618,SRR11440619,SRR11440620,SRR11440621,SRR11440622,SRR11440623,SRR11440624,SRR11440625,SRR11440626,SRR11440627,SRR11440628,SRR11440629,SRR11440630,SRR11440631,SRR11440632,SRR11440633,SRR11440634,SRR11440635,SRR11440636,SRR11440637,SRR11440638,SRR11440639,SRR11440640,SRR11440641,SRR11440642,SRR11440643,SRR11440644,SRR11440645,SRR11440646,SRR11440647,SRR11440648,SRR11440649,SRR11440650,SRR11440651,SRR11440652,SRR11440653,SRR11440654,SRR11440655,SRR11440656,SRR11440657,SRR11440658,SRR11440659,SRR11440660,SRR11440661,SRR11440662,SRR11440663,SRR11440664,SRR11440665,SRR11440666,SRR11440667,SRR11440668,SRR11440669,SRR11440670,SRR11440671,SRR11440672,SRR11440673,SRR11440674,SRR11440675,SRR11440676,SRR11440677,SRR11440678,SRR11440679,SRR11440680,SRR11440681,SRR11440682,SRR11440683,SRR11440684,SRR11440685,SRR11440686,SRR11440687,SRR11440688,SRR11440689,SRR11440690,SRR11440691,SRR11440692,SRR11440693,SRR11440694,SRR11440695,SRR11440696,SRR11440697,SRR11440698,SRR11440699,SRR11440700,SRR11440701,SRR11440702,SRR11440703,SRR11440704,SRR11440705,SRR11440706,SRR11440707,SRR11440708,SRR11440709,SRR11440710,SRR11440711,SRR11440712,SRR11440713,SRR11440714,SRR11440715,SRR11440716,SRR11440717,SRR11440718,SRR11440719,SRR11440720,SRR11440721,SRR11440722,SRR11440723,SRR11440724,SRR11440725,SRR11440726,SRR11440727,SRR11440728,SRR11440729,SRR11440730,SRR11440731,SRR11440732,SRR11440733,SRR11440734,SRR11440735,SRR11440736,SRR11440737,SRR11440738,SRR11440739,SRR11440740,SRR11440741,SRR11440742,SRR11440743,SRR11440744
1922926,1,-200,Hubei mosquito virus 2,viruses,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77133,1,-200,uncultured bacterium,bacteria,6,3,4,6,6,8,9,14,11,2,2,5,7,4,30,42,8,39,34,17,18,17,16,10,4,4,3,4,17,14,18,14,21,10,10,21,6,6,8,7,9,7,3,0,6,30,32,18,0,0,4,5,20,26,156,6,4,199,11,0,145,10,10,10,6,2,6,23,42,8,200,8,44,27,44,24,1,26,15,22,16,0,0,2,4,2,0,0,2,2,16,6,0,34,6,9,2,8,20,2,4,0,6,4,53,50,51,51,14,10,18,14,30,6,6,6,0,0,4,0,4,0,8,18,6,10,8,4,3,7,6,7,46,0,0,6,0,27,12,24,22,2,12,8
1275,1,57493,Kocuria rosea,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29380,1,1279,Staphylococcus caprae,bacteria,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,1,1279,Staphylococcus aureus,bacteria,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,2,6,0,6,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,2,2,4,2,2,0,0,2,2,0,0,2,0,0,0,0,0,4,4,0,0,5,0,2,0,2,2,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2,8,6,1,2,2,0,0,0,2,0,4,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,6,2,0,4,0,0,0
1406950,1,-200011270,North Creek virus,viruses,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2724,1,2723,Hirschia baltica,bacteria,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104336,1,33882,Microbacterium foliorum,bacteria,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41276,1,41275,Brevundimonas vesicularis,bacteria,2,2,2,0,0,0,0,2,0,0,0,0,0,0,16,14,0,12,20,10,0,10,4,8,0,0,0,4,2,4,4,4,8,4,2,6,0,0,2,2,2,2,4,4,0,10,10,12,4,0,0,2,2,6,0,2,0,0,2,0,0,2,1,0,0,0,2,4,2,2,0,0,2,4,0,0,2,9,10,8,0,0,4,0,0,0,2,0,0,6,0,6,0,0,0,0,0,2,0,0,2,2,0,0,26,18,37,19,6,6,12,16,7,2,0,0,0,4,0,0,0,0,0,2,2,0,0,2,4,2,0,2,0,0,0,2,0,8,6,8,9,0,0,0
1313,1,1301,Streptococcus pneumoniae,bacteria,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1308,1,1301,Streptococcus thermophilus,bacteria,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,6,0,16,6,10,8,2,10,0,2,0,2,4,2,2,2,4,0,2,2,2,0,0,0,0,2,2,2,0,0,2,12,2,0,0,2,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,2,0,2,2,0,0,4,0,0,2,2,0,0,4,4,2,0,0,2,0,0,0,2,0,4,2,2,0,4,0,2,0,2,0,0,0,2,0,10,6,8,4,10,6,6,6,8,2,2,0,0,0,0,0,0,0,6,6,0,2,0,2,0,0,0,0,6,0,0,0,0,8,4,12,2,0,0,2
1270,1,1269,Micrococcus luteus,bacteria,2,0,0,0,0,0,0,2,0,0,0,0,0,0,14,8,0,10,14,2,8,6,12,0,0,1,0,0,4,0,4,0,8,12,8,4,0,0,2,2,0,1,1,0,0,2,6,1,4,2,2,1,0,0,4,2,2,0,0,0,2,0,4,0,0,4,2,0,4,8,0,0,0,0,0,0,0,4,0,3,0,0,2,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,24,23,9,14,6,58,10,4,8,0,0,2,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,2,0,0,2,0,0,2,15,6,0,0,0
180282,1,80865,Delftia tsuruhatensis,bacteria,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,2,4,7,4,4,8,2,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,4,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,5,0,0,0,2,2,0,2,2,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,11,12,8,2,0,4,2,0,4,0,0,2,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,2,2,0,0,0,0,2,4,2,8,0,0,0
34062,1,475,Moraxella osloensis,bacteria,2,0,0,2,0,0,0,0,2,2,0,0,0,0,0,6,0,4,0,4,2,4,4,0,0,0,0,0,0,4,2,0,2,6,8,18,0,0,0,0,0,0,0,2,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,2,0,2,0,2,0,0,2,0,0,0,2,2,4,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4,4,0,0,0,0,6,4,2,4,0,0,0
28090,1,469,Acinetobacter lwoffii,bacteria,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,4,2,0,0,4,0,0,0,0,0,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0
1747,1,1912216,Cutibacterium acnes,bacteria,2,4,4,0,6,2,10,30,15,8,4,0,0,4,487,70,14,165,60,40,38,108,36,5,6,6,0,6,13,24,17,12,18,18,63,18,6,8,8,2,2,5,8,23,4,62,63,61,18,8,12,6,10,10,8,6,92,10,9,8,0,7,0,4,10,6,4,22,20,23,12,10,0,2,6,2,6,24,28,24,50,4,2,2,2,6,10,8,10,0,10,49,6,9,2,0,6,2,4,6,5,6,6,0,88,101,165,94,43,55,56,58,88,10,2,6,6,10,2,4,0,2,20,12,2,13,14,8,0,2,4,5,10,10,4,2,6,42,43,135,62,2,5,6
2051553,1,407,Methylobacterium currus,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863372,1,963,Herbaspirillum huttiense,bacteria,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0
2599297,1,13687,Sphingomonas sp. XS-10,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61645,1,547,Enterobacter asburiae,bacteria,0,16,14,4,12,10,2,0,4,2,0,0,0,0,7,12,0,21,8,0,0,0,0,2,1,4,2,0,8,18,6,6,0,0,0,0,0,0,0,0,0,2,4,0,4,6,4,22,0,0,0,0,4,8,14,3,12,9,5,2,8,0,0,0,0,2,0,70,57,64,24,4,20,18,29,10,0,6,6,4,5,0,0,0,0,0,0,0,0,0,27,19,0,18,31,0,0,0,0,0,0,0,0,0,18,13,18,27,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,4,2,0,0,0,0,0,0,2,0,0,4,3,0
238202,1,547,uncultured Enterobacter sp.,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246432,1,1279,Staphylococcus equorum,bacteria,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
573,1,570,Klebsiella pneumoniae,bacteria,0,7,2,2,4,0,0,2,3,0,0,0,0,0,2,2,0,4,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,4,6,0,0,0,0,0,2,0,1,2,0,0,2,2,0,0,0,0,0,0,168,142,6,16,19,6,4,3,7,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,2,0,4,31,2,0,0,2,0,0,0,4,0,2,4,200,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,0,6,1,0,0,0,0,2,0,0,0,0,4,0
