Gene.ID,logFC,logCPM,LR,PValue,FDR,tax_id,tax_level,genus_tax_id,name
10279,13.6459596622736,2.48999767664041,8.76045396225322e-08,0.99976384162,1,327575,1,1016,Capnocytophaga leadbetteri
1029,19.6185782604528,3.57154640850404,1.442698618348e-07,0.999696940530285,1,1314,1,1301,Streptococcus pyogenes
10297,10.4133719206883,2.46850632800346,-2.30156553149286e-07,1,1,2027919,1,547,Enterobacter cloacae complex sp.
10298,21.3267052153876,2.70436451156935,-1.96901913440684e-07,1,1,67780,1,635,Edwardsiella ictaluri
1030,-7.25229788534908,7.16908298582709,0.693428781375928,0.405000567927669,1,1313,1,1301,Streptococcus pneumoniae
10300,28.1361512063912,2.7039316364752,8.2560593028802e-08,0.999770740966385,1,748103,1,286,Pseudomonas sp. LQ26
10305,18.4970960896581,2.75476079583546,3.98266948309356e-08,0.999840769157947,1,67825,1,544,Citrobacter rodentium
1032,9.89139685473833,3.62719451789069,1.98437164710543,0.158930619404491,1,382,1,28105,Sinorhizobium meliloti
1034,-7.02285828386562,3.41958487031315,0.0498654817383866,0.823297511004623,1,35806,1,34008,Rhodovulum sulfidophilum
10367,11.1148346871841,2.87811663637688,6.34532284493616e-08,0.999799013485534,1,1855519,1,165695,Sphingobium sp. EP60837
10377,13.8425992990255,2.49208446616696,8.27247945700549e-08,0.999770513097463,1,28097,1,48736,Ralstonia syzygii
10380,20.5974241557106,2.74766045496151,1.85796917406833e-07,0.999656078520676,1,678601,1,1279,Staphylococcus sp. CDC3
10381,17.4872109505322,2.53811095646815,6.62520540650746e-08,0.999794628710267,1,29379,1,1279,Staphylococcus auricularis
10395,10.4133719206883,2.46850632800346,-2.30156553149286e-07,1,1,28152,1,629,Yersinia kristensenii
10397,17.4872109505322,2.53811095646815,6.62520540650746e-08,0.999794628710267,1,271,1,270,Thermus aquaticus
10398,10.4133719206883,2.46850632800346,-2.30156553149286e-07,1,1,394935,1,535,Chromobacterium haemolyticum
1040,-2.11489629919101,4.77211009305674,0.0699561398249671,0.791400651128805,1,28141,1,413496,Cronobacter sakazakii
1041,20.0927866555368,3.92956071979242,7.6907235167796,0.0055505371701943,0.281596666864735,413502,1,413496,Cronobacter turicensis
10410,26.0363843814954,2.92342278241947,1.01054276058221e-07,0.999746360200178,1,56460,1,338,Xanthomonas vesicatoria
10419,19.5974703944729,2.56578619431414,1.46401365697102e-07,0.999694709974686,1,1882747,1,1033,Afipia sp. GAS231
10422,13.9985997411737,2.49644149395789,9.04548853597475e-08,0.999760030487789,1,28087,1,445,Legionella sainthelensi
10424,17.4872109505322,2.53811095646815,6.62520540650746e-08,0.999794628710267,1,1804984,1,32008,Burkholderia sp. OLGA172
10431,-14.5916545837309,2.6063500444119,1.11656646595293e-07,0.999733386372642,1,1177574,1,838,Prevotella jejuni
10444,0.148245655224472,2.44973663984301,1.31216681964474e-09,0.999971097554746,1,216142,1,286,Pseudomonas rhizosphaerae
10461,0.261977518206021,2.46519060894154,9.44398337310304e-10,0.999975480157946,1,73098,1,579,Kluyvera georgiana
10465,0.22272129735032,2.45491230454772,6.0542859614543e-10,0.999980367684421,1,708186,1,28196,Arcobacter trophiarum
10466,0.22272129735032,2.45491230454772,6.0542859614543e-10,0.999980367684421,1,90270,1,338,Xanthomonas gardneri
1047,8.55679940593466,4.44380679063774,5.17505279995106,0.0229134751580561,0.600268504140625,29405,1,29404,Microlunatus phosphovorus
10485,0.148245655224472,2.44973663984301,1.31216681964474e-09,0.999971097554746,1,1147,1,1142,Synechocystis sp. PCC 6714
10488,0.261977518206021,2.46519060894154,9.44398337310304e-10,0.999975480157946,1,446,1,445,Legionella pneumophila
1049,-60.2520123707676,3.26306812631701,-1.46746717888391e-07,1,1,34105,1,34104,Streptobacillus moniliformis
10494,0.19848085002598,2.45132462527716,3.02627611858952e-09,0.999956107093833,1,1862950,1,-200,Rhizobiales bacterium NRL2
1051,2.14535641198737,3.48939800757872,0.146786540559589,0.701625366541709,1,106592,1,106591,Ensifer adhaerens
10544,-1.20369593302676,2.47671119503058,2.95697883956336e-08,0.999862796823026,1,2077148,1,544,Citrobacter freundii complex sp. CFNIH4
10552,-4.82813573856368,2.4940887954768,9.37374622367315e-10,0.999975571508059,1,204,1,194,Campylobacter showae
10556,11.363947192948,2.54014492334499,1.31079538334689e-08,0.999908650218669,1,62140,1,522,Acidiphilium multivorum
106,-4.04720757053723,7.17863641924658,0.190841108404229,0.662217490427984,1,1075826,1,-200,dsRNA virus environmental sample
10613,0.113275957396807,2.447638180289,2.12726813941799e-09,0.999963199715249,1,1122261,1,1632780,Phreatobacter oligotrophus
10620,0.113275957396807,2.447638180289,2.12726813941799e-09,0.999963199715249,1,437505,1,437504,Granulosicoccus antarcticus
1063,-0.727165557814946,2.51774989618812,8.54249524451234e-08,0.999766797915465,1,57480,1,57479,Microvirgula aerodenitrificans
10657,5.98089030657548,2.50150015519834,3.0723836808022e-09,0.999955773987321,1,76860,1,1301,Streptococcus constellatus
10660,0.113275957396807,2.447638180289,2.12726813941799e-09,0.999963199715249,1,203263,1,1716,Corynebacterium aquilae
10669,0.248119531143741,2.45688982824612,3.36025163250042e-09,0.999953748485138,1,655307,1,482,Neisseria sp. KEM232
1067,38.1654173417458,3.25999652615278,-1.53673845204594e-07,1,1,32013,1,283,Comamonas terrigena
1068,7.74998700364627,5.41117445197224,0.523845068085478,0.469206078240179,1,285,1,283,Comamonas testosteroni
10680,0.182357188741969,2.45073102717853,4.17577616929066e-09,0.999948440503584,1,361183,1,361177,Altererythrobacter epoxidivorans
10686,0.113275957396807,2.447638180289,2.12726813941799e-09,0.999963199715249,1,754397,1,52959,Polaribacter sp. SA4-10
10687,-0.814595680557081,2.47212676034631,5.38059996557649e-08,0.999814921739152,1,354356,1,354354,Niastella koreensis
10690,0.224221675086457,2.45381489037943,2.50500420406752e-09,0.999960065864166,1,388950,1,323449,Pontibacter akesuensis
10691,0.113275957396807,2.447638180289,2.12726813941799e-09,0.999963199715249,1,192843,1,28065,Rhodoferax ferrireducens
10693,0.182357188741969,2.45073102717853,4.17577616929066e-09,0.999948440503584,1,1581680,1,1679002,Candidatus Methylopumilus turicensis
1072,-0.164715206376247,4.76926354388531,0.00181719150857873,0.965997653078824,1,246432,1,1279,Staphylococcus equorum
10724,-2.52232576066796,2.45784424442979,3.01567659732882e-11,0.999995618402861,1,2505979,1,286,Pseudomonas sp. 11K1
1073,8.63266901168711,7.01276936286931,0.899024715362842,0.343043355452219,1,1290,1,1279,Staphylococcus hominis
1074,3.91627965039189,7.69872720553173,0.168674435760138,0.681292575364343,1,1282,1,1279,Staphylococcus epidermidis
1075,-2.84719285718508,7.33857917668214,0.104966079937498,0.745949624554265,1,1280,1,1279,Staphylococcus aureus
1077,-28.4368382667268,2.63709249277748,-1.23307380306414e-07,1,1,703,1,702,Plesiomonas shigelloides
10782,0.24207154517491,2.45570741174445,3.56513130128633e-09,0.999952359333813,1,1484118,1,89966,Hymenobacter sp. PAMC 26628
10804,0.173905524884581,2.45013660128706,4.42609060513632e-09,0.999946917641449,1,512763,1,1379908,Rufibacter tibetensis
10810,0.173905524884581,2.45013660128706,4.42609060513632e-09,0.999946917641449,1,2027290,1,586,Providencia sp. WCHPHu000369
10824,0.106722408224908,2.44734015547623,2.17052509299265e-09,0.999962827440368,1,516051,1,111500,Muricauda lutaonensis
10830,0.106722408224908,2.44734015547623,2.17052509299265e-09,0.999962827440368,1,447,1,461,Fluoribacter bozemanae
10835,0.173905524884581,2.45013660128706,4.42609060513632e-09,0.999946917641449,1,450,1,445,Legionella longbeachae
10844,0.220964783685958,2.45292476359445,4.17380885409102e-09,0.999948452650515,1,2004957,1,1941236,Human associated gemykibivirus 2
10872,-0.686766722975242,2.58289273979349,1.4298677797342e-08,0.99990459129515,1,1610,1,1578,Lactobacillus coryniformis
10909,0.149785292229314,2.44873892026095,5.4168665108989e-09,0.999941276203129,1,2049589,1,286,Pseudomonas sp. HLS-6
10934,-0.850182867696006,2.46279941073907,1.04577841497644e-07,0.999741976126438,1,337,1,32008,Burkholderia glumae
10955,-17.5116039271789,2.55767901585379,1.28433774726489e-08,0.999909576839206,1,472181,1,286,Pseudomonas sabulinigri
10974,-19.8724532104946,2.61131018810877,2.72319997662862e-08,0.999868332124894,1,59779,1,265,Paracoccus marcusii
10984,-11.2415390387158,2.57036156620566,1.64202145214176e-08,0.999897757967676,1,38302,1,1716,Corynebacterium mycetoides
10986,-15.8588789364468,2.5301505486735,3.23047713024494e-08,0.999856591994883,1,2656535,1,-200010699,Gordonia phage Faith5x5
10993,-9.10313910754564,2.49714362595062,1.95645784017984e-08,0.999888397144448,1,332999,1,84567,Pedobacter suwonensis
11004,2.16850937778394,2.94266592725928,8.79391492958348e-09,0.999925177676431,1,53413,1,338,Xanthomonas axonopodis
11009,-13.0009075855243,2.60958518811435,2.65295003742949e-08,0.999870041528403,1,1793722,1,2034,Curtobacterium sp. 9128
1101,9.40133577262368,3.31355523178934,5.95964166905105e-09,0.99993840433688,1,68895,1,106589,Cupriavidus basilensis
1102,19.8393583674989,5.38093390372295,3.70072249362389,0.0543889121409888,0.945452117591019,119219,1,106589,Cupriavidus metallidurans
11021,-11.8059751696151,2.49401202375113,1.6470194097451e-08,0.999897602484602,1,386891,1,475,Moraxella bovoculi
11025,-19.7031501492935,2.60435371367601,2.55150980343899e-08,0.999872550340273,1,56,1,39643,Sorangium cellulosum
11026,-13.5747391663106,2.50212746662445,1.61003410603655e-08,0.999898758726767,1,702114,1,416,Methylomonas koyamae
11027,-13.5747391663106,2.50212746662445,1.61003410603655e-08,0.999898758726767,1,1809410,1,303379,Herminiimonas arsenitoxidans
11034,-4.82813573856368,2.4940887954768,9.37374622367315e-10,0.999975571508059,1,1922247,1,1922243,Staphylococcus virus SEP9
1104,9.90504916746145,4.18953817717998,0.960063535896325,0.327170870486956,1,32002,1,222,Achromobacter denitrificans
1105,14.7363592562278,6.06046522362477,1.76486441596143,0.184018927149307,1,85698,1,222,Achromobacter xylosoxidans
11052,-1.85701997621468,2.45711628409329,9.12367070782238e-10,0.999975899566047,1,138073,1,568988,Candidatus Regiella insecticola
11076,-1.85701997621468,2.45711628409329,9.12367070782238e-10,0.999975899566047,1,1349,1,1301,Streptococcus uberis
1108,1.88616786973832,3.71888139355963,0.257787359945162,0.611644359326601,1,544580,1,1654,Actinomyces oris
11085,-3.14077230907705,2.46956653271354,7.98380028754764e-10,0.999977455277513,1,2041558,1,1982251,Propionibacterium phage Aquarius
11089,-4.08670956642266,2.48188980883953,1.87143900376441e-09,0.999965483408745,1,628,1,626,Xenorhabdus nematophila
11097,-4.82813573856368,2.4940887954768,9.37374622367315e-10,0.999975571508059,1,926,1,32012,Thiomonas intermedia
1110,-3.47684661941558,2.65428506245004,1.7441505484328e-07,0.999666779253262,1,1363,1,1357,Lactococcus garvieae
11101,-1.85701997621468,2.45711628409329,9.12367070782238e-10,0.999975899566047,1,960,1,146784,Bacteriovorax stolpii
11103,-1.85701997621468,2.45711628409329,9.12367070782238e-10,0.999975899566047,1,332249,1,332248,Truepera radiovictrix
11110,-29.0489511903614,2.77437341483641,-2.90480862474851e-07,1,1,665913,1,2100764,Mixta calida
1112,14.5729742983154,3.72555543030473,1.67774608428317e-07,0.999673184108322,1,51665,1,1375,Aerococcus urinaeequi
1114,12.948627331475,2.71832923775428,-1.99154897018161e-07,1,1,192,1,191,Azospirillum brasilense
11142,-1.96424153094197,2.45879672292533,9.81116965448336e-10,0.99997500803211,1,585,1,583,Proteus vulgaris
11150,-22.0344918499352,2.60422384010614,5.19113054764375e-08,0.999818209563222,1,669,1,662,Vibrio harveyi
11152,-3.32843939258103,2.47289464628061,8.59636806183062e-10,0.999976606372925,1,485,1,482,Neisseria gonorrhoeae
11154,-6.12455754046352,2.5234956668053,2.40355575442663e-08,0.999876300723325,1,1763535,1,47420,Hydrogenophaga crassostreae
11159,-8.07668497380197,2.61213019342782,3.32387575241455e-08,0.999854533680825,1,1685010,1,59732,Chryseobacterium glaciei
1116,-1.67563610638135,4.26416289986177,-1.20362997790835e-07,1,1,1750,1,1912217,Pseudopropionibacterium propionicum
11166,-8.07668497380197,2.61213019342782,3.32387575241455e-08,0.999854533680825,1,1701327,1,-200,uncultured bacterium 5H7
11167,-11.196143148077,2.69575174475633,3.2622235579538e-08,0.999855889070633,1,1904640,1,-200,Betaproteobacteria bacterium GR16-43
11197,-0.279430576501663,2.62618852404464,2.24487308742027e-08,0.999880453750238,1,2545632,1,67575,Rheinheimera sp. D18
11208,-13.3660879001455,2.77903471833592,2.28248442368795e-08,0.99987945645172,1,483,1,482,Neisseria cinerea
11211,-3.73818798225833,2.52833755871421,5.80642707248558e-08,0.999807737517711,1,936476,1,28253,Marinomonas posidonica
11221,3.02986936004499,2.59064374662711,7.17079906564777e-09,0.999932434680065,1,370405,1,96,Gallionella capsiferriformans
11222,-3.73818798225833,2.52833755871421,5.80642707248558e-08,0.999807737517711,1,42253,1,1234,Nitrospira moscoviensis
1125,2.25464403029445,3.94456499324096,0.0185042289537378,0.891797367074384,1,346,1,338,Xanthomonas citri
1126,-7.00109279610078,3.50018676935387,0.068449652120421,0.793607603922086,1,56448,1,338,Xanthomonas arboricola
11266,-1.71511536345419,2.4523410280515,2.23383533892729e-11,0.999996228920917,1,377615,1,76632,Thermobacillus composti
11270,-2.27892134585034,2.45622220480815,4.95812280121299e-11,0.999994381780523,1,2587597,1,286,Pseudomonas sp. SWI7
1128,5.60533035563163,2.50777812232987,-9.58030783593244e-08,1,1,1069,1,1068,Rhodomicrobium vannielii
1130,3.27147380597754,6.27848036171554,0.11937407039531,0.729714354559785,1,654,1,642,Aeromonas veronii
1132,-2.01792252956349,3.27350759811777,-4.50872192914176e-08,1,1,577,1,160674,Raoultella terrigena
1133,-1.49704407822074,5.41262768344683,0.00336690353428537,0.953728694982877,1,54291,1,160674,Raoultella ornithinolytica
11350,-4.07729693515288,2.47542065958184,3.03170821780441e-11,0.999995606771807,1,1232866,1,1827195,Caballeronia udeis
11353,-0.996482382250926,2.448445761621,2.17768025834175e-11,0.999996276622084,1,28229,1,28228,Colwellia psychrerythraea
1137,0.137682830439207,2.8869013087112,2.40654820515829e-07,0.999608585124496,1,93220,1,93217,Pandoraea pnomenusa
11371,7.08543716831155,2.57803272113099,5.44716982631144e-09,0.99994111217436,1,445709,1,93217,Pandoraea thiooxydans
11372,-0.996482382250926,2.448445761621,2.17768025834175e-11,0.999996276622084,1,2743,1,2742,Marinobacter hydrocarbonoclasticus
11374,-0.996482382250926,2.448445761621,2.17768025834175e-11,0.999996276622084,1,1690484,1,-200069657,Hyphomonadaceae bacterium UKL13-1
1138,4.99572642920771,2.45821037727406,2.23904006446674e-10,0.999988060916383,1,93218,1,93217,Pandoraea apista
11382,-2.52232576066796,2.45784424442979,3.01567659732882e-11,0.999995618402861,1,2056494,1,-200,Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20
1140,2.2777625613661,2.44911355082379,1.55877977192631e-10,0.999990038323316,1,2033437,1,79328,Chitinophaga sp. MD30
1142,-20.8921000509306,2.7418553125316,2.69606619696106e-07,0.999585709172881,1,296591,1,52972,Polaromonas sp. JS666
11437,-3.22289765830215,2.4644364400669,6.53326281963018e-11,0.99999355081068,1,1547283,1,1386,Bacillus weihaiensis
11473,-2.52232576066796,2.45784424442979,3.01567659732882e-11,0.999995618402861,1,39491,1,-200186803,[Eubacterium] rectale
11475,-14.3280420857129,2.50689082182284,2.57272789738749e-08,0.999872021508278,1,554131,1,32012,Thiomonas sp. CB2
1148,-7.66090381900474,2.97880566738326,0.833461651931401,0.361273462428085,1,179636,1,201096,Alicycliphilus denitrificans
1150,-3.08901869752727,2.70672737676996,-2.10977425751935e-07,1,1,158899,1,202907,Collimonas fungivorans
11518,14.2561162165474,3.28620842463883,1.37208591155513e-08,0.999906538937697,1,1550240,1,28895,Thermoanaerobacterium sp. RBIITD
1154,3.81609582951043,2.4536715196913,1.23363319559644e-10,0.999991137972669,1,1798018,1,332102,Candidatus Fluviicola riflensis
11540,8.42070247570401,2.59414382541645,9.32281629673071e-09,0.999922960470081,1,1472767,1,175304,Lentibacillus amyloliquefaciens
11557,8.42070247570401,2.59414382541645,9.32281629673071e-09,0.999922960470081,1,1391654,1,1524217,Labilithrix luteola
11558,-10.3512029567382,2.91720622763227,1.59688049450324e-08,0.999899173133962,1,837,1,836,Porphyromonas gingivalis
1158,12.3361402992238,3.36157904964871,8.94160265829669e-08,0.999761412471423,1,230310,1,281915,Curvibacter gracilis
11583,16.5473334146571,4.22726039760633,2.62137511697347e-09,0.999959148816066,1,12242,1,12234,Tobacco mosaic virus
11613,6.3540105216665,2.52446350431187,9.98254989781344e-09,0.999920281190285,1,50340,1,286,Pseudomonas fuscovaginae
11631,11.0175796848771,2.80726371219589,7.03454716699525e-09,0.999933079660748,1,2528024,1,-202691359,Planctomycetes bacterium I41
11661,10.6615262506277,2.74940079771783,5.8537485969623e-09,0.999938954016578,1,1678678,1,32008,Burkholderia sp. HB1
11670,9.97905700137373,2.69047237014367,-2.70154123072075e-07,1,1,169765,1,1763,Mycobacterium lacus
1168,4.60420836499341,4.67430930867544,0.253761162205933,0.614439090773641,1,1920191,1,80865,Delftia sp. HK171
11689,5.39030039323992,2.50747918062546,6.85888812412827e-09,0.999933920473774,1,1549855,1,1804663,Haematospirillum jordaniae
1169,13.7285872282431,4.34719123031334,1.50938661118725,0.219232707921505,1,742013,1,80865,Delftia sp. Cs1-4
1170,-4.54968392726742,8.95815232183795,0.317514713814305,0.573105052821576,1,80866,1,80865,Delftia acidovorans
11702,5.39030039323992,2.50747918062546,6.85888812412827e-09,0.999933920473774,1,73141,1,13724,Thiocystis violascens
1171,-5.68821377790911,11.1380230879225,0.49211908055279,0.482983550921215,1,180282,1,80865,Delftia tsuruhatensis
11712,9.97905700137373,2.69047237014367,-2.70154123072075e-07,1,1,1882221,1,165696,Novosphingobium sp. PY1
11716,-15.8517881653128,2.69575924571047,3.48550486251042e-08,0.999851038888082,1,108,1,107,Spirosoma linguale
11740,7.7309306384781,2.56947773419315,4.92149521136298e-09,0.999944025709866,1,906669,1,-200010699,Escherichia phage HK639
11746,7.7309306384781,2.56947773419315,4.92149521136298e-09,0.999944025709866,1,1385664,1,89966,Hymenobacter sp. DG25B
11748,-16.498257487451,2.54253469684059,5.28016466105896e-08,0.999816657229065,1,1563222,1,544,Citrobacter pasteurii
11758,12.7746065653741,3.30248813820158,6.9465571073124e-09,0.999933499506813,1,721785,1,12916,Acidovorax ebreus
11761,5.39030039323992,2.50747918062546,6.85888812412827e-09,0.999933920473774,1,1478,1,1386,Bacillus simplex
11791,5.39030039323992,2.50747918062546,6.85888812412827e-09,0.999933920473774,1,631,1,629,Yersinia intermedia
11799,7.7309306384781,2.56947773419315,4.92149521136298e-09,0.999944025709866,1,59754,1,59753,Alcanivorax borkumensis
1180,13.3962880642082,11.5385543538481,2.11067930267536,0.146274373030129,1,1747,1,1912216,Cutibacterium acnes
11800,7.7309306384781,2.56947773419315,4.92149521136298e-09,0.999944025709866,1,285091,1,59753,Alcanivorax dieselolei
11805,-20.1344033044644,3.04172584819982,4.32185593979284e-08,0.999834127190144,1,102684,1,1301,Streptococcus infantarius
1182,15.023640102007,4.33750365844895,1.97915331727221,0.159479631454903,1,34029,1,88,Leptothrix cholodnii
11821,12.6827972872032,3.02758423821965,4.67900918010855e-09,0.999945422076308,1,748280,1,568394,Pseudogulbenkiania sp. NH8B
11827,11.2061702817945,2.80724938209234,8.13661138465704e-09,0.999928028285601,1,1855912,1,2004797,Luteitalea pratensis
11831,11.2061702817945,2.80724938209234,8.13661138465704e-09,0.999928028285601,1,1173027,1,44471,Microcoleus sp. PCC 7113
11835,9.06993906643911,2.63048787519699,1.00329859975545e-08,0.999920080057304,1,39483,1,1573534,Faecalitalea cylindroides
11845,5.39030039323992,2.50747918062546,6.85888812412827e-09,0.999933920473774,1,157592,1,157591,Sterolibacterium denitrificans
11849,7.7309306384781,2.56947773419315,4.92149521136298e-09,0.999944025709866,1,96773,1,33057,Thauera chlorobenzoica
11854,8.43894779314332,2.60336198895304,6.47604725401152e-09,0.999935791124291,1,916,1,914,Nitrosomonas eutropha
11856,5.39030039323992,2.50747918062546,6.85888812412827e-09,0.999933920473774,1,1938604,1,187,Aquaspirillum sp. LM1
11857,7.7309306384781,2.56947773419315,4.92149521136298e-09,0.999944025709866,1,249188,1,724,Haemophilus pittmaniae
11859,4.15403021815915,2.54889732729263,3.49813156219625e-09,0.999952809114055,1,94624,1,517,Bordetella petrii
1186,0.756861464825542,2.55363003555635,2.21845173342672e-08,0.999881159340834,1,1550728,1,150203,Blastomonas fulva
11860,5.39030039323992,2.50747918062546,6.85888812412827e-09,0.999933920473774,1,551760,1,551759,Aromatoleum aromaticum
11862,44.5059116302909,3.21403554489283,-2.78090091399008e-07,1,1,1704499,1,762296,Methylovulum psychrotolerans
11868,9.97905700137373,2.69047237014367,-2.70154123072075e-07,1,1,1835254,1,44013,Polynucleobacter duraquae
11871,5.39030039323992,2.50747918062546,6.85888812412827e-09,0.999933920473774,1,160808,1,119977,Acidithiobacillus ferrivorans
11874,7.7309306384781,2.56947773419315,4.92149521136298e-09,0.999944025709866,1,1336806,1,230494,Reinekea forsetii
11878,3.50309851028822,2.46206607732493,2.0700152703057e-09,0.999963698310655,1,1848756,1,-200,Actinobacteria bacterium IMCC26103
1188,-20.5914063300365,8.07117182912412,5.05601217754383,0.0245406438621171,0.6252821586786,172045,1,308865,Elizabethkingia miricola
11881,4.87373477722186,2.47936255929186,2.12057260640108e-09,0.999963257674964,1,1256574,1,-200,uncultured bacterium A1Q1_fos_4
11883,8.85235554682186,2.64073437104283,4.5558214978314e-09,0.999946145324804,1,272636,1,10803,Adeno-associated virus
119,20.8631481115532,2.52772824967696,1.94713981827022e-07,0.999647922220607,1,417305,1,-200,uncultured beta proteobacterium CBNPD1 BAC clone 578
1192,-10.1934152731222,2.97011610146222,-2.31942497208593e-07,1,1,63,1,59,Vitreoscilla filiformis
11930,3.50309851028822,2.46206607732493,2.0700152703057e-09,0.999963698310655,1,1238,1,1237,Piscirickettsia salmonis
11938,3.50309851028822,2.46206607732493,2.0700152703057e-09,0.999963698310655,1,1834519,1,861914,Fibrella sp. ES10-3-2-2
1194,11.0822920633176,5.41963437520596,1.04233409414982,0.3072792440623,1,71999,1,57493,Kocuria palustris
1196,-0.96609032702797,5.2275012076336,0.0110750159391984,0.916187036536792,1,76731,1,93681,Roseateles depolymerans
11964,7.55104420338673,2.56051119267348,3.58124907506863e-09,0.999952251764763,1,46506,1,816,Bacteroides stercoris
11988,8.56282254081271,2.61544937277344,6.18769036009326e-09,0.999937236905586,1,2572594,1,76831,Myroides sp. CJ210
11992,12.1567332245734,3.05717522907634,2.60041410626854e-09,0.999959312470769,1,69823,1,970,Selenomonas sputigena
11995,5.8351315867436,2.50358126879503,7.51015249988995e-09,0.999930854417618,1,370764,1,33882,Microbacterium pygmaeum
1200,14.0374525186496,2.97368372356633,3.66829283002158,0.0554569594647838,0.945789812149424,284016,1,20,Phenylobacterium zucineum
12011,4.19317597529529,2.47433118991663,1.09187383579012e-08,0.999916626834637,1,551996,1,423349,Mucilaginibacter gossypii
1202,12.5640036418027,4.0137999059342,0.000619013704081794,0.980150691139529,1,1768242,1,318147,Paucibacter sp. KCTC 42545
12026,4.19317597529529,2.47433118991663,1.09187383579012e-08,0.999916626834637,1,1076550,1,53335,Pantoea rwandensis
12030,6.83552379559977,2.53230271370425,1.32866522228881e-08,0.999908029648929,1,712357,1,32067,Leptotrichia sp. oral taxon 212
