Gene.ID,logFC..Intercept.,logFC.tempTreat28,logFC.tempTreat32,logCPM,LR,PValue,FDR,tax_id,tax_level,genus_tax_id,name
10139,-15.7371197263356,-5.74989782718925,-5.74989782718925,2.64729618433791,2.47277478493402e-07,0.999999999967296,0.99999999999265,340016,1,-200,uncultured virus
10142,-21.4870175535249,0,0,2.64184473641536,1.5533484187813e-07,0.999999999983717,0.99999999999265,11320,1,197911,Influenza A virus
10151,-13.3480155684012,-8.13900198512371,-8.13900198512371,3.3338760257249,2.27843041145093e-06,0.999999999085314,0.99999999999265,413503,1,413496,Cronobacter malonaticus
10164,-21.4870175535249,0,0,2.4953142683744,1.77859203365216e-07,0.99999999998005,0.99999999999265,351679,1,626,Xenorhabdus hominickii
10167,-25.8627116636052,4.37569411008033,4.37569411008033,2.74979227850792,21.1121895930075,9.97765949368297e-05,0.00028420285847244,1858609,1,12916,Acidovorax sp. T1
10176,-21.4870175535249,4.76716940302084,0,2.54188079631374,8.58332949604801e-07,0.999999999788504,0.99999999999265,1891675,1,53335,Pantoea alhagi
10184,-21.4870175535249,0,0,2.54512252165791,3.23596498041923e-07,0.999999999951042,0.99999999999265,204038,1,204037,Dickeya dadantii
10193,-21.4870175535249,0,0,2.54512252165791,3.23596498041923e-07,0.999999999951042,0.99999999999265,421,1,416,Methylomonas methanica
10198,-14.1139819443316,-7.37303560919325,-7.37303560919325,2.74402242793755,1.09847412410602e-06,0.999999999693801,0.99999999999265,84135,1,1378,Gemella sanguinis
1020,-21.4870175535249,0,2.18252985311774,2.45366491154356,1.56058057809716e-07,0.999999999983603,0.99999999999265,651183,1,182269,Aurantimonas manganoxydans
10211,-25.5902282790401,4.1032107255152,4.1032107255152,2.6907977143642,20.8155219276194,0.000114983177589309,0.000310855697621222,61648,1,579,Kluyvera intermedia
10212,-21.4870175535249,0,0,2.54512252165791,3.23596498041923e-07,0.999999999951042,0.99999999999265,261292,1,914,Nitrosomonas sp. Is79A3
10213,-21.4870175535249,0,0,2.54512252165791,3.23596498041923e-07,0.999999999951042,0.99999999999265,59620,1,1485,uncultured Clostridium sp.
10222,-21.4870175535249,3.13249849058518,0,2.49092483088799,4.50970088827773e-07,0.999999999919455,0.99999999999265,83406,1,-200,gamma proteobacterium HdN1
10226,-21.4870175535249,0,0,2.53403833005576,2.16672037200993e-07,0.999999999973176,0.99999999999265,333926,1,325455,Gammapapillomavirus 1
10242,-21.4870175535249,0,0,2.61818850947878,9.68689084501761e-08,0.999999999991981,0.99999999999265,2696338,1,-200010699,Brevundimonas phage vB_BsubS-Delta
10245,-21.4870175535249,-0.259984602242434,0,2.44680210480469,19.5425177511806,0.000211130529196957,0.000494587889554585,273677,1,33882,Microbacterium oleivorans
10248,-21.4870175535249,0,0,2.46744844087194,2.8886157732444e-07,0.999999999958709,0.99999999999265,37752,1,237,Flavobacterium hibernum
10263,-16.4312795182996,-5.05573803522524,-7.43614601415432,2.57722448471329,23.7142582019026,2.86572083575035e-05,0.000105340726741003,1166130,1,547,Enterobacter sp. R4-368
10267,-21.4870175535249,0,0,2.46744844087194,2.8886157732444e-07,0.999999999958709,0.99999999999265,85085,1,1742993,Pseudarthrobacter chlorophenolicus
10279,-21.4870175535249,0,0,2.48999578027496,1.20733566033593e-07,0.999999999988843,0.99999999999265,327575,1,1016,Capnocytophaga leadbetteri
1029,-21.4870175535249,3.13930346180501,4.42574929567981,3.57216404120036,3.53054645074735e-07,0.999999999944207,0.99999999999265,1314,1,1301,Streptococcus pyogenes
10297,-21.4870175535249,0,0,2.46850634413332,3.0145132612347e-07,0.999999999955981,0.99999999999265,2027919,1,547,Enterobacter cloacae complex sp.
10298,-21.4870175535249,4.39259632902028,0,2.7043527183842,4.90979783052126e-07,0.999999999908501,0.99999999999265,67780,1,635,Edwardsiella ictaluri
1030,-13.4491672408829,0.566139713480822,-0.0687936674183832,7.16938357465573,34.9829006122024,1.2284256708143e-07,7.31880103333642e-07,1313,1,1301,Streptococcus pneumoniae
10300,-24.3035753767555,2.81655782323067,2.81655782323067,2.70393805020115,19.4547283698408,0.000220152741108471,0.00051121610294851,748103,1,286,Pseudomonas sp. LQ26
10305,-21.4870175535249,0,-2.35148445534132,2.75473414330937,25.1283106040512,1.45154691872592e-05,5.88208567039267e-05,67825,1,544,Citrobacter rodentium
1032,-23.9282572850772,1.86832431040843,6.74617933167602,3.62823905014095,39.5637823112374,1.31829027883247e-08,1.11964379846045e-07,382,1,28105,Sinorhizobium meliloti
1034,-20.2902636881266,5.97489624587552,0.98577598771942,3.41993925918556,16.9211167800224,0.000733639218879473,0.00154888643259457,35806,1,34008,Rhodovulum sulfidophilum
10367,-21.4870175535249,7.51311910065662,-3.90974325937579,2.87841688269343,26.787732899548,6.52250931684951e-06,2.76985037218768e-05,1855519,1,165695,Sphingobium sp. EP60837
10377,-21.4870175535249,0,0,2.4920843085325,1.26614615236775e-07,0.999999999988017,0.99999999999265,28097,1,48736,Ralstonia syzygii
10380,-21.4870175535249,7.1559068484672,0,2.7476481876877,9.3882115042021e-06,0.999999992349464,0.99999999999265,678601,1,1279,Staphylococcus sp. CDC3
10381,-21.4870175535249,0,0,2.53810995132603,2.27528695440071e-07,0.999999999971135,0.99999999999265,29379,1,1279,Staphylococcus auricularis
10395,-21.4870175535249,0,0,2.46850634413332,3.0145132612347e-07,0.999999999955981,0.99999999999265,28152,1,629,Yersinia kristensenii
10397,-21.4870175535249,0,0,2.53810995132603,2.27528695440071e-07,0.999999999971135,0.99999999999265,271,1,270,Thermus aquaticus
10398,-21.4870175535249,0,0,2.46850634413332,3.0145132612347e-07,0.999999999955981,0.99999999999265,394935,1,535,Chromobacterium haemolyticum
1040,-9.34874556053398,-4.03289388130998,-10.530118960578,4.77266032108622,25.8181428049134,1.04112248509642e-05,4.33218752187773e-05,28141,1,413496,Cronobacter sakazakii
1041,-14.1077569869273,-8.10860483148671,-6.21756264412851,3.93004644608687,51.5745939713354,3.69033354459347e-11,1.17137980295491e-09,413502,1,413496,Cronobacter turicensis
10410,-26.4885649095975,5.00154735607265,5.00154735607265,2.92413701527985,21.7523879521261,7.34452971365498e-05,0.000226547682709755,56460,1,338,Xanthomonas vesicatoria
10419,-23.9282572850772,2.44123973155228,2.44123973155228,2.56592348249296,18.5988668713192,0.000330899715936466,0.000746028480050676,1882747,1,1033,Afipia sp. GAS231
10422,-21.4870175535249,-0.466323689214796,0,2.49643781788644,20.7089674519916,0.000120990778298865,0.00032473718330826,28087,1,445,Legionella sainthelensi
10424,-21.4870175535249,0,0,2.53810995132603,2.27528695440071e-07,0.999999999971135,0.99999999999265,1804984,1,32008,Burkholderia sp. OLGA172
10431,-14.4948880270195,-3.68043917724364,-6.9921295265054,2.6064202839537,17.3119275823631,0.000609649264970592,0.0012959401518232,1177574,1,838,Prevotella jejuni
10444,-21.4870175535249,-0.448954150620567,0,2.449732988019,20.0162839756062,0.000168428536084903,0.000424494708542976,216142,1,286,Pseudomonas rhizosphaerae
10461,-21.4870175535249,-1.2608770114067,0,2.46517626741079,22.5395930208986,5.03647430916842e-05,0.000169621614350326,73098,1,579,Kluyvera georgiana
10465,-21.4870175535249,-0.783561439698159,0,2.45490504569794,21.3959934383038,8.71084940658151e-05,0.000255958647194888,708186,1,28196,Arcobacter trophiarum
10466,-21.4870175535249,-0.783561439698159,0,2.45490504569794,21.3959934383038,8.71084940658151e-05,0.000255958647194888,90270,1,338,Xanthomonas gardneri
1047,-21.0062840383092,-0.480733515215692,1.70179633790205,4.44417023934324,17.2557061920999,0.000626112338635642,0.00132941660943184,29405,1,29404,Microlunatus phosphovorus
10485,-21.4870175535249,-0.448954150620567,0,2.449732988019,20.0162839756062,0.000168428536084903,0.000424494708542976,1147,1,1142,Synechocystis sp. PCC 6714
10488,-21.4870175535249,-1.2608770114067,0,2.46517626741079,22.5395930208986,5.03647430916842e-05,0.000169621614350326,446,1,445,Legionella pneumophila
1049,-21.4870175535249,0,0,3.26484330441653,1.41385042340403e-07,0.999999999985861,0.99999999999265,34105,1,34104,Streptobacillus moniliformis
10494,-21.4870175535249,-0.637830784682387,0,2.45131912280624,21.290398684968,9.16230142495107e-05,0.000266696097815477,1862950,1,-200,Rhizobiales bacterium NRL2
1051,-17.9208061052585,6.19499346708729,-0.281221524805144,3.48963816500239,31.0500787042729,8.29657549714158e-07,4.0291463249826e-06,106592,1,106591,Ensifer adhaerens
10544,-21.4870175535249,3.95941320245649,0,2.47670193304497,4.99579190904598e-07,0.999999999906087,0.99999999999265,2077148,1,544,Citrobacter freundii complex sp. CFNIH4
10552,-21.4870175535249,0,-2.23860641610317,2.49406815038247,24.9765187712706,1.56160356648286e-05,6.20637328785846e-05,204,1,194,Campylobacter showae
10556,-21.4870175535249,-0.784806689747564,5.76780998448234,2.54019993958634,21.6833832026257,7.59126905384725e-05,0.000232615493248038,62140,1,522,Acidiphilium multivorum
106,-11.448036515306,0.308829169885888,-3.7693086332746,7.17855364037236,33.4001594683612,2.65170593766016e-07,1.44215586083272e-06,1075826,1,-200,dsRNA virus environmental sample
10613,-21.4870175535249,-0.323338339977382,0,2.44763575521978,19.7306248538991,0.000193018623189228,0.00045909800400507,1122261,1,1632780,Phreatobacter oligotrophus
10620,-21.4870175535249,-0.323338339977382,0,2.44763575521978,19.7306248538991,0.000193018623189228,0.00045909800400507,437505,1,437504,Granulosicoccus antarcticus
1063,-21.4870175535249,0,0,2.51778391893752,2.07759661030593e-07,0.999999999974814,0.99999999999265,57480,1,57479,Microvirgula aerodenitrificans
10657,-23.9481637369191,2.46114618339419,2.46114618339419,2.50148038908245,19.0986471039624,0.000260854039224349,0.000599738582147453,76860,1,1301,Streptococcus constellatus
10660,-21.4870175535249,-0.323338339977382,0,2.44763575521978,19.7306248538991,0.000193018623189228,0.00045909800400507,203263,1,1716,Corynebacterium aquilae
10669,-21.4870175535249,-0.946915941415304,0,2.45688023957077,21.9959838457835,6.53567564908452e-05,0.000207800969355508,655307,1,482,Neisseria sp. KEM232
1067,-26.2253717357847,9.99591619305692,6.10681561971067,3.26043473184039,35.8741364921452,7.96154304863712e-08,5.00286151029225e-07,32013,1,283,Comamonas terrigena
1068,-14.9090521878548,1.99231957406772,-4.3983404012188,5.41224090429212,42.3140575343558,3.44131018917225e-09,3.90575906673955e-08,285,1,283,Comamonas testosteroni
10680,-21.4870175535249,-0.572915421143844,0,2.45072619577409,20.9649158250257,0.000107057213660089,0.000298988636330474,361183,1,361177,Altererythrobacter epoxidivorans
10686,-21.4870175535249,-0.323338339977382,0,2.44763575521978,19.7306248538991,0.000193018623189228,0.00045909800400507,754397,1,52959,Polaribacter sp. SA4-10
10687,-21.4870175535249,2.44876858828565,0,2.47212008355445,17.4543487771417,0.000569845038876315,0.00121410283197016,354356,1,354354,Niastella koreensis
10690,-21.4870175535249,-0.77591695030936,0,2.45380767117243,21.5813432978196,7.9713418151514e-05,0.000239140254454542,388950,1,323449,Pontibacter akesuensis
10691,-21.4870175535249,-0.323338339977382,0,2.44763575521978,19.7306248538991,0.000193018623189228,0.00045909800400507,192843,1,28065,Rhodoferax ferrireducens
10693,-21.4870175535249,-0.572915421143844,0,2.45072619577409,20.9649158250257,0.000107057213660089,0.000298988636330474,1581680,1,1679002,Candidatus Methylopumilus turicensis
1072,-6.98269560770214,-10.8241464124507,-11.6208041081376,4.77001555043804,16.6679667177101,0.000827015830272552,0.0017401011813427,246432,1,1279,Staphylococcus equorum
10724,-21.4870175535249,0,-1.25789086543133,2.4578340408356,23.5389525072118,3.11753583266093e-05,0.000111726722853738,2505979,1,286,Pseudomonas sp. 11K1
1073,-15.4279418185952,5.23983496613745,-0.899357597386089,7.01301982059167,37.3948098236296,3.79617373960433e-08,2.69499357086414e-07,1290,1,1279,Staphylococcus hominis
1074,-13.2118880868029,5.57314609657798,-2.97219588572773,7.69892405741218,32.0475627596456,5.11405465176552e-07,2.59186421043157e-06,1282,1,1279,Staphylococcus epidermidis
1075,-14.3047764308346,4.12007007341797,-0.891181207086857,7.33889553223856,34.8290515059687,1.32388522318103e-07,7.76790698774989e-07,1280,1,1279,Staphylococcus aureus
1077,-21.4870175535249,0,0,2.63760621622778,1.20761820099347e-07,0.999999999988839,0.99999999999265,703,1,702,Plesiomonas shigelloides
10782,-21.4870175535249,-0.892391827296454,0,2.45569860971799,21.8939391140658,6.86310902311925e-05,0.000213111565659463,1484118,1,89966,Hymenobacter sp. PAMC 26628
10804,-21.4870175535249,-0.536863161128617,0,2.45013216929685,20.8820741025928,0.000111382602001998,0.000306466946395148,512763,1,1379908,Rufibacter tibetensis
10810,-21.4870175535249,-0.536863161128617,0,2.45013216929685,20.8820741025928,0.000111382602001998,0.000306466946395148,2027290,1,586,Providencia sp. WCHPHu000369
10824,-21.4870175535249,-0.301858841834356,0,2.44733793166055,19.6711905239842,0.000198567526054497,0.000467513420623156,516051,1,111500,Muricauda lutaonensis
10830,-21.4870175535249,-0.301858841834356,0,2.44733793166055,19.6711905239842,0.000198567526054497,0.000467513420623156,447,1,461,Fluoribacter bozemanae
10835,-21.4870175535249,-0.536863161128617,0,2.45013216929685,20.8820741025928,0.000111382602001998,0.000306466946395148,450,1,445,Legionella longbeachae
10844,-21.4870175535249,-0.748924609945868,0,2.45291792166787,21.6099651823875,7.86285971244092e-05,0.000237521049051318,2004957,1,1941236,Human associated gemykibivirus 2
10872,-21.4870175535249,7.17165011127384,0,2.58289047427783,9.65418728959833e-06,0.999999992022053,0.99999999999265,1610,1,1578,Lactobacillus coryniformis
10909,-21.4870175535249,-0.442996895301919,0,2.448735480936,20.6478885116563,0.000124574315696801,0.000331485314958537,2049589,1,286,Pseudomonas sp. HLS-6
10934,-21.4870175535249,2.48335567622836,0,2.46279304734986,16.3894521081202,0.000943434062880023,0.0019783397485421,337,1,32008,Burkholderia glumae
10955,-14.1139819443316,-7.37303560919325,-7.37303560919325,2.55769764796952,1.14268713780064e-06,0.99999999967513,0.99999999999265,472181,1,286,Pseudomonas sabulinigri
10974,-13.1399964704699,-8.34702108305495,-8.34702108305495,2.61133520703405,2.94370854003745e-06,0.999999998656738,0.99999999999265,59779,1,265,Paracoccus marcusii
10984,-15.7371197263356,-0.249193549905592,-5.74989782718925,2.57036961763495,1.84382537149475e-06,0.999999999334116,0.99999999999265,38302,1,1716,Corynebacterium mycetoides
10986,-14.7954201666168,-6.6915973869081,-6.6915973869081,2.53016531667405,5.91568052321634e-07,0.999999999878989,0.99999999999265,2656535,1,-200010699,Gordonia phage Faith5x5
10993,-17.2646016709107,-1.08311242080918,-4.22241588261419,2.49714880559874,4.32695855145937e-07,0.9999999999243,0.99999999999265,332999,1,84567,Pedobacter suwonensis
11004,-22.1960440864714,0.709026532946508,0.709026532946508,2.94321205949225,18.5459377696242,0.00033933508290867,0.000764120162481994,53413,1,338,Xanthomonas axonopodis
11009,-14.7954201666168,-0.747267534445995,-6.6915973869081,2.60958923405173,3.21822271942551e-06,0.999999998464526,0.99999999999265,1793722,1,2034,Curtobacterium sp. 9128
1101,-26.4184599690856,9.50400977622916,6.29990385301159,3.31492335701258,21.6991964452679,7.5340064653631e-05,0.000231241830499015,68895,1,106589,Cupriavidus basilensis
1102,-20.6502719468924,8.13925848866607,6.14373299717207,5.38209401844212,41.0823707345361,6.28136761362224e-09,5.99145833914737e-08,119219,1,106589,Cupriavidus metallidurans
11021,-16.4312795182996,-5.05573803522524,-5.05573803522524,2.49405862444757,1.84846736139832e-07,0.999999999978863,0.99999999999265,386891,1,475,Moraxella bovoculi
11025,-13.2009717191374,-8.28604583438747,-8.28604583438747,2.60441255684291,2.78453377955401e-06,0.999999998764203,0.99999999999265,56,1,39643,Sorangium cellulosum
11026,-15.7371197263356,-5.74989782718925,-5.74989782718925,2.50213787088133,2.50614755170631e-07,0.999999999966632,0.99999999999265,702114,1,416,Methylomonas koyamae
11027,-15.7371197263356,-5.74989782718925,-5.74989782718925,2.50213787088133,2.50614755170631e-07,0.999999999966632,0.99999999999265,1809410,1,303379,Herminiimonas arsenitoxidans
11034,-21.4870175535249,0,-2.23860641610317,2.49406815038247,24.9765187712706,1.56160356648286e-05,6.20637328785846e-05,1922247,1,1922243,Staphylococcus virus SEP9
1104,-16.4309585595966,-0.0503073225721368,-7.59734081585319,4.19089159623796,37.9127699949312,2.94925461622724e-08,2.1855034207899e-07,32002,1,222,Achromobacter denitrificans
1105,-18.3645433620592,7.31492124098129,1.12770947925909,6.06081168211067,42.0757787927059,3.86628176438468e-09,4.22670731281161e-08,85698,1,222,Achromobacter xylosoxidans
11052,-21.4870175535249,0,-1.0208319306487,2.45711094833285,22.4304124849412,5.30717818373124e-05,0.000172878313937451,138073,1,568988,Candidatus Regiella insecticola
11076,-21.4870175535249,0,-1.0208319306487,2.45711094833285,22.4304124849412,5.30717818373124e-05,0.000172878313937451,1349,1,1301,Streptococcus uberis
1108,-15.3813100300888,0.0146994020210037,-1.92394066869386,3.71895449576493,25.7107807277021,1.09641135830566e-05,4.53183361433006e-05,544580,1,1654,Actinomyces oris
11085,-21.4870175535249,0,-1.58581813314361,2.46955597984753,23.8564406966253,2.67645529248651e-05,0.00010077342357356,2041558,1,1982251,Propionibacterium phage Aquarius
11089,-21.4870175535249,0,-1.96088335831103,2.48187415399356,24.5346560261086,1.93163338044928e-05,7.50070581969867e-05,628,1,626,Xenorhabdus nematophila
11097,-21.4870175535249,0,-2.23860641610317,2.49406815038247,24.9765187712706,1.56160356648286e-05,6.20637328785846e-05,926,1,32012,Thiomonas intermedia
1110,-21.4870175535249,-0.783561439698159,3.21753507862262,2.65450938557148,21.3959933468427,8.71084978785083e-05,0.000255958647194888,1363,1,1357,Lactococcus garvieae
11101,-21.4870175535249,0,-1.0208319306487,2.45711094833285,22.4304124849412,5.30717818373124e-05,0.000172878313937451,960,1,146784,Bacteriovorax stolpii
11103,-21.4870175535249,0,-1.0208319306487,2.45711094833285,22.4304124849412,5.30717818373124e-05,0.000172878313937451,332249,1,332248,Truepera radiovictrix
11110,-11.4376251896966,-10.0493923638283,-12.4008768191696,2.77457182924972,25.1283247783409,1.45153701158768e-05,5.88208567039267e-05,665913,1,2100764,Mixta calida
1112,-16.5849088028833,-2.80949062011704,-1.289031503516,3.72652204041582,49.8108806226467,8.76550967724052e-11,2.29631661967146e-09,51665,1,1375,Aerococcus urinaeequi
1114,-19.788427688434,-2.02192820506831,3.40197308112199,2.7183508955081,35.5976423978194,9.10844052980446e-08,5.66612019579809e-07,192,1,191,Azospirillum brasilense
11142,-21.4870175535249,0,-1.07987604462988,2.45879157248975,22.5143685343091,5.09776786120191e-05,0.000169621614350326,585,1,583,Proteus vulgaris
11150,-13.3480155684012,-8.13900198512371,-9.49503993728303,2.6043404072939,23.6975282921352,2.8888501986806e-05,0.000105843744076892,669,1,662,Vibrio harveyi
11152,-21.4870175535249,0,-1.67474170534795,2.47288446071078,23.9842206935473,2.51701786676574e-05,9.5349363281073e-05,485,1,482,Neisseria gonorrhoeae
11154,-21.4870175535249,3.13249849058518,-2.35148445534132,2.52347578902992,25.1283107853074,1.4515467920362e-05,5.88208567039267e-05,1763535,1,47420,Hydrogenophaga crassostreae
11159,-21.4870175535249,0,-3.90974325937579,2.61249704003345,26.7877197765268,6.52255062454413e-06,2.76985037218768e-05,1685010,1,59732,Chryseobacterium glaciei
1116,-21.4870175535249,0,3.21753507862262,4.26439493527949,3.70580568898049e-07,0.999999999940001,0.99999999999265,1750,1,1912217,Pseudopropionibacterium propionicum
11166,-21.4870175535249,0,-3.90974325937579,2.61249704003345,26.7877197765268,6.52255062454413e-06,2.76985037218768e-05,1701327,1,-200,uncultured bacterium 5H7
11167,-21.4870175535249,0,-4.58713687221458,2.6962931781084,27.8571915893134,3.89154794375288e-06,1.711177110019e-05,1904640,1,-200,Betaproteobacteria bacterium GR16-43
11197,-21.4870175535249,7.88238446947875,0,2.62618442409579,1.95205762629769e-05,0.999999977062018,0.99999999999265,2545632,1,67575,Rheinheimera sp. D18
11208,-21.4870175535249,0,-5.00624611841092,2.77974291004349,28.4412328243706,2.93436818025319e-06,1.31516260608938e-05,483,1,482,Neisseria cinerea
11211,-21.4870175535249,0,-2.38040797892907,2.52852342371657,23.7142581946407,2.86572084574988e-05,0.000105340726741003,936476,1,28253,Marinomonas posidonica
11221,-23.7645724545172,2.27755490099229,-0.102853077936784,2.59091374527239,42.1776232964548,3.67857749386812e-09,4.07271079678257e-08,370405,1,96,Gallionella capsiferriformans
11222,-21.4870175535249,0,-2.38040797892907,2.52852342371657,23.7142581946407,2.86572084574988e-05,0.000105340726741003,42253,1,1234,Nitrospira moscoviensis
1125,-17.0530597295262,0.138609536669744,-2.68676876831228,3.94499130450969,32.8186646056816,3.51717021206384e-07,1.85850471432919e-06,346,1,338,Xanthomonas citri
1126,-19.1570450720659,0.809330980346063,-0.147442628341207,3.50065278954911,15.8270043885784,0.00123044995700768,0.00254575853174003,56448,1,338,Xanthomonas arboricola
11266,-21.4870175535249,0,-0.906492332460281,2.45233518287171,22.7543641187399,4.54346860381145e-05,0.000156497252873757,377615,1,76632,Thermobacillus composti
11270,-21.4870175535249,0,-1.15773818734217,2.45621347870085,23.3188899346142,3.46507740168924e-05,0.00012370525848641,2587597,1,286,Pseudomonas sp. SWI7
1128,-21.4870175535249,0,3.21753507862262,2.50780129834233,2.48131038382837e-07,0.999999999967127,0.99999999999265,1069,1,1068,Rhodomicrobium vannielii
1130,-6.4717104522329,-2.62835760828302,-12.6123362295299,6.27848546335489,30.2130895431388,1.24471239233731e-06,5.86117734113266e-06,654,1,642,Aeromonas veronii
1132,-11.0224906754788,-2.26389164088027,-4.91385421408994,3.27362576104224,11.599839153038,0.00888755050350646,0.0171304082243752,577,1,160674,Raoultella terrigena
1133,-10.3925959573712,-5.22712922157155,-7.37043024739275,5.41368188091464,38.9489899777933,1.77939352451002e-08,1.43898780677767e-07,54291,1,160674,Raoultella ornithinolytica
11350,-21.4870175535249,0,-1.89198804391668,2.47539793106255,24.5713060531724,1.8978712408412e-05,7.41605148732065e-05,1232866,1,1827195,Caballeronia udeis
11353,-21.4870175535249,0,-0.561285065506044,2.44844282501991,21.6056666122037,7.87905773478946e-05,0.000237521049051318,28229,1,28228,Colwellia psychrerythraea
1137,-24.9950864686621,3.50806891513725,4.87653035258814,2.88693498079945,20.2416905741845,0.000151247868720717,0.000387494564269332,93220,1,93217,Pandoraea pnomenusa
11371,-24.7111773576122,3.22415980408732,2.66287473858128,2.57807067495796,41.5224472336556,5.06642812025266e-09,5.07569126886038e-08,445709,1,93217,Pandoraea thiooxydans
11372,-21.4870175535249,0,-0.561285065506044,2.44844282501991,21.6056666122037,7.87905773478946e-05,0.000237521049051318,2743,1,2742,Marinobacter hydrocarbonoclasticus
11374,-21.4870175535249,0,-0.561285065506044,2.44844282501991,21.6056666122037,7.87905773478946e-05,0.000237521049051318,1690484,1,-200069657,Hyphomonadaceae bacterium UKL13-1
1138,-21.4870175535249,0,2.76402746599555,2.45820051921833,2.18417566255624e-07,0.999999999972851,0.99999999999265,93218,1,93217,Pandoraea apista
11382,-21.4870175535249,0,-1.25789086543133,2.4578340408356,23.5389525072118,3.11753583266093e-05,0.000111726722853738,2056494,1,-200,Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20
1140,-21.4870175535249,0,1.36846143745089,2.44911022850959,3.84887618221086e-07,0.999999999936493,0.99999999999265,2033437,1,79328,Chitinophaga sp. MD30
1142,-16.7724429280118,0.0525947775077278,-2.53204477239538,2.7422003287629,12.7435067131733,0.00522543383353496,0.0102416328041401,296591,1,52972,Polaromonas sp. JS666
11437,-21.4870175535249,0,-1.54906645329185,2.4644212595247,24.0462546659328,2.44306475910272e-05,9.35000092989929e-05,1547283,1,1386,Bacillus weihaiensis
11473,-21.4870175535249,0,-1.25789086543133,2.4578340408356,23.5389525072118,3.11753583266093e-05,0.000111726722853738,39491,1,-200186803,[Eubacterium] rectale
11475,-16.4312795182996,-5.05573803522524,-6.31362890065658,2.50692703212644,23.5389524732076,3.11753588358435e-05,0.000111726722853738,554131,1,32012,Thiomonas sp. CB2
1148,-18.4835158235658,4.1681483813148,-0.0516351908503739,2.97898652488465,32.5291210601493,4.04809664548476e-07,2.10320105044739e-06,179636,1,201096,Alicycliphilus denitrificans
1150,-15.5930698280867,-2.7546442636332,2.27517898687134,2.70683788569338,9.83756623007537e-06,0.999999991793669,0.99999999999265,158899,1,202907,Collimonas fungivorans
11518,-27.3197738290942,5.83275627556935,5.83275627556935,3.28738136676865,22.6123752913553,4.86370438852775e-05,0.000164781241578536,1550240,1,28895,Thermoanaerobacterium sp. RBIITD
1154,-21.4870175535249,0,2.18252985311774,2.45366491154356,1.56058057809716e-07,0.999999999983603,0.99999999999265,1798018,1,332102,Candidatus Fluviicola riflensis
11540,-24.9921163037629,3.50509875023801,3.50509875023801,2.59442102456643,20.0593904675535,0.000164999084723757,0.000419833512429805,1472767,1,175304,Lentibacillus amyloliquefaciens
11557,-24.9921163037629,3.50509875023801,3.50509875023801,2.59442102456643,20.0593904675535,0.000164999084723757,0.000419833512429805,1391654,1,1524217,Labilithrix luteola
11558,-17.0283805223356,-4.45863703118932,-4.45863703118932,2.91780908868603,13.782872327737,0.00321610468431471,0.00640466243343185,837,1,836,Porphyromonas gingivalis
1158,-18.5948666086335,3.45576839686561,-0.70962109177367,3.36161214401102,28.268193296467,3.19043071133348e-06,1.42306981368831e-05,230310,1,281915,Curvibacter gracilis
