Gene.ID,logFC,logCPM,LR,PValue,FDR,tax_id,tax_level,genus_tax_id,name
1030,1.09540729159075,7.16908298582709,0.963815491381965,0.326227435990994,1,1313,1,1301,Streptococcus pneumoniae
10300,2.27851439511685,2.7039316364752,6.51418048391861e-08,0.999796356782416,1,748103,1,286,Pseudomonas sp. LQ26
10305,-1.70267410692909,2.75476079583546,-8.68283045463158e-08,1,1,67825,1,544,Citrobacter rodentium
1032,3.03940412542294,3.62719451789069,5.05637525793428,0.0245355026858668,0.296337889582547,382,1,28105,Sinorhizobium meliloti
1034,2.4087797362613,3.41958487031315,6.26023155728231,0.0123478063447057,0.196298459838911,35806,1,34008,Rhodovulum sulfidophilum
10367,-2.7646880030491,2.87811663637688,7.43926918133637,0.0063815799070908,0.129018898121618,1855519,1,165695,Sphingobium sp. EP60837
10377,-3.10570672478246e-08,2.49208446616696,2.89746195925034e-08,0.99986418462697,1,28097,1,48736,Ralstonia syzygii
10380,-0.100469450891941,2.74766045496151,1.54646865979657e-07,0.999686230582207,1,678601,1,1279,Staphylococcus sp. CDC3
10381,1.06283156396643e-09,2.53811095646815,2.22811102901233e-08,0.999880900901533,1,29379,1,1279,Staphylococcus auricularis
10395,-1.75824362714507e-08,2.46850632800346,-2.47394306818194e-07,1,1,28152,1,629,Yersinia kristensenii
10397,1.06283156396643e-09,2.53811095646815,2.22811102901233e-08,0.999880900901533,1,271,1,270,Thermus aquaticus
10398,-1.75824362714507e-08,2.46850632800346,-2.47394306818194e-07,1,1,394935,1,535,Chromobacterium haemolyticum
1040,-3.84248364352067,4.77211009305674,7.65931165905798,0.00564800492421532,0.12257862472707,28141,1,413496,Cronobacter sakazakii
1041,-0.783199684389503,3.92956071979242,0.256131271363067,0.612790569111385,1,413502,1,413496,Cronobacter turicensis
10410,4.06451960963731,2.92342278241947,4.28008046782224e-08,0.999834930808015,1,56460,1,338,Xanthomonas vesicatoria
10419,1.91820531801557,2.56578619431414,1.46682554102995e-07,0.999694416934963,1,1882747,1,1033,Afipia sp. GAS231
10422,0.0520021165165666,2.49644149395789,3.14737809148369e-08,0.999858448486298,1,28087,1,445,Legionella sainthelensi
10424,1.06283156396643e-09,2.53811095646815,2.22811102901233e-08,0.999880900901533,1,1804984,1,32008,Burkholderia sp. OLGA172
10431,-2.03432211274675,2.6063500444119,1.30563292298984,0.253186863224818,1,1177574,1,838,Prevotella jejuni
10444,0.0494163007231928,2.44973663984301,-1.30723837976632e-07,1,1,216142,1,286,Pseudomonas rhizosphaerae
10461,0.0873316197758648,2.46519060894154,2.40303172027723e-07,0.999608871199703,1,73098,1,579,Kluyvera georgiana
10465,0.0742426985682832,2.45491230454772,1.46511809795413e-07,0.999694594842143,1,708186,1,28196,Arcobacter trophiarum
10466,0.0742426985682832,2.45491230454772,1.46511809795413e-07,0.999694594842143,1,90270,1,338,Xanthomonas gardneri
1047,2.04616549916169,4.44380679063774,5.4444681221975,0.0196303911696916,0.24999003876747,29405,1,29404,Microlunatus phosphovorus
10485,0.0494163007231928,2.44973663984301,-1.30723837976632e-07,1,1,1147,1,1142,Synechocystis sp. PCC 6714
10488,0.0873316197758648,2.46519060894154,2.40303172027723e-07,0.999608871199703,1,446,1,445,Legionella pneumophila
1049,1.61524851363035e-15,3.26306812631701,1.4539281778525e-08,0.999903791922317,1,34105,1,34104,Streptobacillus moniliformis
10494,0.0661619887867648,2.45132462527716,1.26416805912299e-07,0.999716311024515,1,1862950,1,-200,Rhizobiales bacterium NRL2
1051,1.84206041111892,3.48939800757872,2.31307458118223,0.128290068720566,0.80520717992963,106592,1,106591,Ensifer adhaerens
10544,-0.171956566049783,2.47671119503058,-3.25817630653091e-08,1,1,2077148,1,544,Citrobacter freundii complex sp. CFNIH4
10552,-1.60937859853347,2.4940887954768,3.28509939251376e-07,0.999542686212929,1,204,1,194,Campylobacter showae
10556,1.66666467010559,2.54014492334499,2.13132149043286,0.144316290189382,0.849456644785605,62140,1,522,Acidiphilium multivorum
106,-0.709325661014369,7.17863641924658,0.367276930599154,0.544492328614301,1,1075826,1,-200,dsRNA virus environmental sample
10613,0.0377593873660558,2.447638180289,1.60855326836185e-07,0.999679994256202,1,1122261,1,1632780,Phreatobacter oligotrophus
10620,0.0377593873660558,2.447638180289,1.60855326836185e-07,0.999679994256202,1,437505,1,437504,Granulosicoccus antarcticus
1063,4.57790311554944e-07,2.51774989618812,-2.00979677345003e-10,1,1,57480,1,57479,Microvirgula aerodenitrificans
10657,1.99363006473773,2.50150015519834,-2.31480892232128e-07,1,1,76860,1,1301,Streptococcus constellatus
10660,0.0377593873660558,2.447638180289,1.60855326836185e-07,0.999679994256202,1,203263,1,1716,Corynebacterium aquilae
10669,0.082709785728213,2.45688982824612,1.68142187284559e-07,0.999672826292323,1,655307,1,482,Neisseria sp. KEM232
1067,3.71990380875951,3.25999652615278,5.96527039572269,0.0145903629628107,0.213947964175642,32013,1,283,Comamonas terrigena
1068,-0.852182107955422,5.41117445197224,0.402742970850795,0.525676061751545,1,285,1,283,Comamonas testosteroni
10680,0.060787192560279,2.45073102717853,-1.14125415784372e-07,1,1,361183,1,361177,Altererythrobacter epoxidivorans
10686,0.0377593873660558,2.447638180289,1.60855326836185e-07,0.999679994256202,1,754397,1,52959,Polaribacter sp. SA4-10
10687,-0.0816221301379835,2.47212676034631,0.0029051592533289,0.957015211726748,1,354356,1,354354,Niastella koreensis
10690,0.0747428366430236,2.45381489037943,1.22185649154005e-07,0.999721098947684,1,388950,1,323449,Pontibacter akesuensis
10691,0.0377593873660558,2.447638180289,1.60855326836185e-07,0.999679994256202,1,192843,1,28065,Rhodoferax ferrireducens
10693,0.060787192560279,2.45073102717853,-1.14125415784372e-07,1,1,1581680,1,1679002,Candidatus Methylopumilus turicensis
1072,-4.19750133261523,4.76926354388531,4.84693306100487,0.0276953341608933,0.310321214091937,246432,1,1279,Staphylococcus equorum
10724,-0.84077533409493,2.45784424442979,2.18013529007521e-07,0.999627452401533,1,2505979,1,286,Pseudomonas sp. 11K1
1073,0.617584816336377,7.01276936286931,0.276093902258552,0.599272916222475,1,1290,1,1279,Staphylococcus hominis
1074,0.527515591099406,7.69872720553173,0.167994096670427,0.681900704978076,1,1282,1,1279,Staphylococcus epidermidis
1075,1.10040445964917,7.33857917668214,0.811557940627438,0.367660045619586,1,1280,1,1279,Staphylococcus aureus
1077,5.83983084125138e-12,2.63709249277748,4.20541024226395e-09,0.999948257876856,1,703,1,702,Plesiomonas shigelloides
10782,0.0806934522390941,2.45570741174445,1.55479051855423e-07,0.999685387486787,1,1484118,1,89966,Hymenobacter sp. PAMC 26628
10804,0.0579698531681147,2.45013660128706,-1.51269019532663e-07,1,1,512763,1,1379908,Rufibacter tibetensis
10810,0.0579698531681147,2.45013660128706,-1.51269019532663e-07,1,1,2027290,1,586,Providencia sp. WCHPHu000369
10824,0.0355748158174171,2.44734015547623,1.47475370138039e-07,0.999693592212971,1,516051,1,111500,Muricauda lutaonensis
10830,0.0355748158174171,2.44734015547623,1.47475370138039e-07,0.999693592212971,1,447,1,461,Fluoribacter bozemanae
10835,0.0579698531681147,2.45013660128706,-1.51269019532663e-07,1,1,450,1,445,Legionella longbeachae
10844,0.0736571151604481,2.45292476359445,1.61377892382575e-07,0.999679474881503,1,2004957,1,1941236,Human associated gemykibivirus 2
10872,-0.0981095329228496,2.58289273979349,1.79914957598726e-07,0.999661566236195,1,1610,1,1578,Lactobacillus coryniformis
10909,0.0499294901169796,2.44873892026095,-1.2353459544201e-07,1,1,2049589,1,286,Pseudomonas sp. HLS-6
10934,-0.104501494988981,2.46279941073907,0.0067172011278922,0.934679688361925,1,337,1,32008,Burkholderia glumae
10955,-2.5016577041322,2.55767901585379,1.57614731044475e-07,0.999683234078652,1,472181,1,286,Pseudomonas sabulinigri
10974,-2.83892185488604,2.61131018810877,-7.6290757711206e-08,1,1,59779,1,265,Paracoccus marcusii
10984,-1.60593414913505,2.57036156620566,1.87044026489502e-07,0.999654926213481,1,38302,1,1716,Corynebacterium mycetoides
10986,-2.26555413382813,2.5301505486735,-1.03678087004511e-07,1,1,2656535,1,-200010699,Gordonia phage Faith5x5
10993,-1.30044844574639,2.49714362595062,2.19906103993139e-07,0.999625838853428,1,332999,1,84567,Pedobacter suwonensis
11004,2.60418757222635,2.94266592725928,9.65931050700419e-08,0.999752022019965,1,53413,1,338,Xanthomonas axonopodis
11009,-1.85727251333741,2.60958518811435,2.61846070159777e-07,0.999591715330889,1,1793722,1,2034,Curtobacterium sp. 9128
1101,4.00089556201306,3.31355523178934,9.60194353146353,0.00194371534225391,0.0717495969305554,68895,1,106589,Cupriavidus basilensis
1102,2.90220510389226,5.38093390372295,4.89560196454823,0.0269251850695149,0.305371001398156,119219,1,106589,Cupriavidus metallidurans
11021,-1.68656788405089,2.49401202375113,2.60774202232028e-07,0.99959255184522,1,386891,1,475,Moraxella bovoculi
11025,-2.81473573422807,2.60435371367601,-3.34023613213219e-08,1,1,56,1,39643,Sorangium cellulosum
11026,-1.93924861460975,2.50212746662445,2.13790506631284e-07,0.999631078254955,1,702114,1,416,Methylomonas koyamae
11027,-1.93924861460975,2.50212746662445,2.13790506631284e-07,0.999631078254955,1,1809410,1,303379,Herminiimonas arsenitoxidans
11034,-1.60937859853347,2.4940887954768,3.28509939251376e-07,0.999542686212929,1,1922247,1,1922243,Staphylococcus virus SEP9
1104,-3.84289837914844,4.18953817717998,7.74184884972496,0.00539555302158159,0.12257862472707,32002,1,222,Achromobacter denitrificans
1105,2.34154237091063,6.06046522362477,2.30063819277157,0.129320854135821,0.807170431854455,85698,1,222,Achromobacter xylosoxidans
11052,-0.619015551344629,2.45711628409329,2.3535839188682e-07,0.999612916295728,1,138073,1,568988,Candidatus Regiella insecticola
11076,-0.619015551344629,2.45711628409329,2.3535839188682e-07,0.999612916295728,1,1349,1,1301,Streptococcus uberis
1108,0.606588746621155,3.71888139355963,1.13028879071784,0.287713747696096,1,544580,1,1654,Actinomyces oris
11085,-1.0469242536821,2.46956653271354,2.54299010737924e-07,0.999597642243015,1,2041558,1,1982251,Propionibacterium phage Aquarius
11089,-1.36223652568137,2.48188980883953,-7.24584201527989e-08,1,1,628,1,626,Xenorhabdus nematophila
11097,-1.60937859853347,2.4940887954768,3.28509939251376e-07,0.999542686212929,1,926,1,32012,Thiomonas intermedia
1110,0.925798714879999,2.65428506245004,1.25262638832386,0.263051443596657,1,1363,1,1357,Lactococcus garvieae
11101,-0.619015551344629,2.45711628409329,2.3535839188682e-07,0.999612916295728,1,960,1,146784,Bacteriovorax stolpii
11103,-0.619015551344629,2.45711628409329,2.3535839188682e-07,0.999612916295728,1,332249,1,332248,Truepera radiovictrix
11110,-5.12278733218944,2.77437341483641,17.2647511474706,3.25163249744111e-05,0.00447335785392583,665913,1,2100764,Mixta calida
1112,0.852521219552093,3.72555543030473,0.503979076187846,0.477756948932077,1,51665,1,1375,Aerococcus urinaeequi
1114,1.36663796637122,2.71832923775428,2.0916050112297,0.148110394987048,0.85473882708649,192,1,191,Azospirillum brasilense
11142,-0.654756899049775,2.45879672292533,2.51565959175082e-07,0.99959981023222,1,585,1,583,Proteus vulgaris
11150,-3.67046394727215,2.60422384010614,11.260514154509,0.000791732780623008,0.0453995542929239,669,1,662,Vibrio harveyi
11152,-1.10947997391518,2.47289464628061,2.75629034707237e-07,0.999581107558899,1,485,1,482,Neisseria gonorrhoeae
11154,-1.84788909198968,2.5234956668053,4.59735957034397,0.0320212369499389,0.332734640932326,1763535,1,47420,Hydrogenophaga crassostreae
11159,-2.69222832460184,2.61213019342782,-1.35005340240468e-08,1,1,1685010,1,59732,Chryseobacterium glaciei
1116,0.851527812355105,4.26416289986177,-1.2020495177012e-07,1,1,1750,1,1912217,Pseudopropionibacterium propionicum
11166,-2.69222832460184,2.61213019342782,-1.35005340240468e-08,1,1,1701327,1,-200,uncultured bacterium 5H7
11167,-3.73204771602569,2.69575174475633,7.86778500128094e-08,0.999776196797047,1,1904640,1,-200,Betaproteobacteria bacterium GR16-43
11197,-0.0399186647335431,2.62618852404464,2.49729902535023e-07,0.999601273301031,1,2545632,1,67575,Rheinheimera sp. D18
11208,-4.45536263338183,2.77903471833592,9.71234737079385e-08,0.99975134215934,1,483,1,482,Neisseria cinerea
11211,-1.24606265971472,2.52833755871421,1.25659915362064e-07,0.999717161559609,1,936476,1,28253,Marinomonas posidonica
11221,1.00995645335562,2.59064374662711,2.28154458881136e-07,0.999618886331088,1,370405,1,96,Gallionella capsiferriformans
11222,-1.24606265971472,2.52833755871421,1.25659915362064e-07,0.999717161559609,1,42253,1,1234,Nitrospira moscoviensis
1125,-0.781340101094237,3.94456499324096,0.408176133418181,0.522896682547273,1,346,1,338,Xanthomonas citri
1126,1.59980038597854,3.50018676935387,4.67571364774401,0.0305919898551052,0.325149149317118,56448,1,338,Xanthomonas arboricola
11266,-0.571714004987396,2.4523410280515,-7.74928283764353e-08,1,1,377615,1,76632,Thermobacillus composti
11270,-0.759640470958422,2.45622220480815,-1.38464774757097e-07,1,1,2587597,1,286,Pseudomonas sp. SWI7
1128,0.851517835467655,2.50777812232987,1.3791121133977e-07,0.999703694414609,1,1069,1,1068,Rhodomicrobium vannielii
1130,-3.63081392025856,6.27848036171554,7.16081337363656,0.00745134004960529,0.141423392778223,654,1,642,Aeromonas veronii
1132,-2.23862697298703,3.27350759811777,1.23587078323188,0.266268341142273,1,577,1,160674,Raoultella terrigena
1133,-1.76313305084814,5.41262768344683,2.15246943388459,0.142340787540164,0.845858993050178,54291,1,160674,Raoultella ornithinolytica
11350,-1.35909898047975,2.47542065958184,2.32859888704695e-07,0.999614976367175,1,1232866,1,1827195,Caballeronia udeis
11353,-0.332165074414882,2.448445761621,-9.76268810237713e-08,1,1,28229,1,28228,Colwellia psychrerythraea
1137,3.17975658483968,2.8869013087112,7.66705438921199,0.0056238190997985,0.12257862472707,93220,1,93217,Pandoraea pnomenusa
11371,2.36181238106904,2.57803272113099,1.06940852617754e-07,0.999739077293392,1,445709,1,93217,Pandoraea thiooxydans
11372,-0.332165074414882,2.448445761621,-9.76268810237713e-08,1,1,2743,1,2742,Marinobacter hydrocarbonoclasticus
11374,-0.332165074414882,2.448445761621,-9.76268810237713e-08,1,1,1690484,1,-200069657,Hyphomonadaceae bacterium UKL13-1
1138,0.713675267565878,2.45821037727406,-7.88852689836972e-08,1,1,93218,1,93217,Pandoraea apista
11382,-0.84077533409493,2.45784424442979,2.18013529007521e-07,0.999627452401533,1,2056494,1,-200,Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20
1140,0.325396485660213,2.44911355082379,-6.05176599943746e-08,1,1,2033437,1,79328,Chitinophaga sp. MD30
1142,-0.0520248458658104,2.7418553125316,1.22625220892229,0.268137134216834,1,296591,1,52972,Polaromonas sp. JS666
11437,-1.07429919932157,2.4644364400669,-9.67170716847932e-08,1,1,1547283,1,1386,Bacillus weihaiensis
11473,-0.84077533409493,2.45784424442979,2.18013529007521e-07,0.999627452401533,1,39491,1,-200186803,[Eubacterium] rectale
11475,-2.52726068373553,2.50689082182284,7.39570492348539,0.00653797982032512,0.129368536870263,554131,1,32012,Thiomonas sp. CB2
1148,1.02910038781419,2.97880566738326,0.656312930894536,0.417864643032531,1,179636,1,201096,Alicycliphilus denitrificans
1150,-0.441288421022384,2.70672737676996,-7.6919800306996e-08,1,1,158899,1,202907,Collimonas fungivorans
11518,4.75203873892604,3.28620842463883,-1.26779697851021e-07,1,1,1550240,1,28895,Thermoanaerobacterium sp. RBIITD
1154,0.545156562596741,2.4536715196913,-4.49932961998911e-08,1,1,1798018,1,332102,Candidatus Fluviicola riflensis
11540,2.80690083961172,2.59414382541645,-1.24780568100391e-08,1,1,1472767,1,175304,Lentibacillus amyloliquefaciens
11557,2.80690083961172,2.59414382541645,-1.24780568100391e-08,1,1,1391654,1,1524217,Labilithrix luteola
11558,0.595918129968657,2.91720622763227,-8.34049576070583e-08,1,1,837,1,836,Porphyromonas gingivalis
1158,1.50248903104643,3.36157904964871,2.08488542388022,0.148763383851003,0.85473882708649,230310,1,281915,Curvibacter gracilis
11583,5.51577780488638,4.22726039760633,2.34113995745133e-07,0.999613940953935,1,12242,1,12234,Tobacco mosaic virus
11613,2.1180045105227,2.52446350431187,-3.92856449593637e-08,1,1,50340,1,286,Pseudomonas fuscovaginae
11631,3.67252656184537,2.80726371219589,6.14569541923515e-08,0.999802200325109,1,2528024,1,-202691359,Planctomycetes bacterium I41
11661,3.55384270372525,2.74940079771783,4.4065580517838e-08,0.999832509643781,1,1678678,1,32008,Burkholderia sp. HB1
11670,3.3263523969211,2.69047237014367,-2.55990489250735e-07,1,1,169765,1,1763,Mycobacterium lacus
1168,1.07517720408823,4.67430930867544,0.822320216155646,0.364502661415185,1,1920191,1,80865,Delftia sp. HK171
11689,1.7967668078066,2.50747918062546,-3.13676427055043e-08,1,1,1549855,1,1804663,Haematospirillum jordaniae
1169,1.08384072894534,4.34719123031334,0.633473699665259,0.426083993687134,1,742013,1,80865,Delftia sp. Cs1-4
1170,-0.208552609289823,8.95815232183795,0.039100428848684,0.843249834992406,1,80866,1,80865,Delftia acidovorans
11702,1.7967668078066,2.50747918062546,-3.13676427055043e-08,1,1,73141,1,13724,Thiocystis violascens
1171,-0.514743104620461,11.1380230879225,0.231782616378503,0.630205184064278,1,180282,1,80865,Delftia tsuruhatensis
11712,3.3263523969211,2.69047237014367,-2.55990489250735e-07,1,1,1882221,1,165696,Novosphingobium sp. PY1
11716,-1.23761034950324,2.69575924571047,2.33035510888158e-08,0.99987819892745,1,108,1,107,Spirosoma linguale
11740,2.57697688111393,2.56947773419315,-1.00179500250874e-08,1,1,906669,1,-200010699,Escherichia phage HK639
11746,2.57697688111393,2.56947773419315,-1.00179500250874e-08,1,1,1385664,1,89966,Hymenobacter sp. DG25B
11748,-2.35689392847868,2.54253469684059,2.00231919933458e-09,0.999964296834986,1,1563222,1,544,Citrobacter pasteurii
11758,4.391873784427,3.30248813820158,9.35644265309206,0.00222202998072207,0.07514501389351,721785,1,12916,Acidovorax ebreus
11761,1.7967668078066,2.50747918062546,-3.13676427055043e-08,1,1,1478,1,1386,Bacillus simplex
11791,1.7967668078066,2.50747918062546,-3.13676427055043e-08,1,1,631,1,629,Yersinia intermedia
11799,2.57697688111393,2.56947773419315,-1.00179500250874e-08,1,1,59754,1,59753,Alcanivorax borkumensis
1180,0.791143197429205,11.5385543538481,0.463619198886974,0.49593737546492,1,1747,1,1912216,Cutibacterium acnes
11800,2.57697688111393,2.56947773419315,-1.00179500250874e-08,1,1,285091,1,59753,Alcanivorax dieselolei
11805,-1.40367842938664,3.04172584819982,3.63892667110122e-08,0.99984779577401,1,102684,1,1301,Streptococcus infantarius
1182,0.810309242978887,4.33750365844895,0.341952508173286,0.558704359597045,1,34029,1,88,Leptothrix cholodnii
11821,4.22759916677583,3.02758423821965,9.63325419434113e-08,0.999752356710258,1,748280,1,568394,Pseudogulbenkiania sp. NH8B
11827,3.73539009395127,2.80724938209234,8.05337894149716e-08,0.999773572525278,1,1855912,1,2004797,Luteitalea pratensis
11831,3.73539009395127,2.80724938209234,8.05337894149716e-08,0.999773572525278,1,1173027,1,44471,Microcoleus sp. PCC 7113
11835,3.02331302429889,2.63048787519699,1.38996112397649e-08,0.999905932113331,1,39483,1,1573534,Faecalitalea cylindroides
11845,1.7967668078066,2.50747918062546,-3.13676427055043e-08,1,1,157592,1,157591,Sterolibacterium denitrificans
11849,2.57697688111393,2.56947773419315,-1.00179500250874e-08,1,1,96773,1,33057,Thauera chlorobenzoica
11854,2.81298260426501,2.60336198895304,-1.59645967556798e-08,1,1,916,1,914,Nitrosomonas eutropha
11856,1.7967668078066,2.50747918062546,-3.13676427055043e-08,1,1,1938604,1,187,Aquaspirillum sp. LM1
11857,2.57697688111393,2.56947773419315,-1.00179500250874e-08,1,1,249188,1,724,Haemophilus pittmaniae
11859,1.62019668028994,2.54889732729263,2.66204070091326,0.102768807983083,0.716970556242969,94624,1,517,Bordetella petrii
1186,-5.22619127530089e-08,2.55363003555635,7.5914563524293e-09,0.999930481144984,1,1550728,1,150203,Blastomonas fulva
11860,1.7967668078066,2.50747918062546,-3.13676427055043e-08,1,1,551760,1,551759,Aromatoleum aromaticum
11862,8.25875128916871,3.21403554489283,24.4622057012696,7.57818919428534e-07,0.000469847730045691,1704499,1,762296,Methylovulum psychrotolerans
11868,3.3263523969211,2.69047237014367,-2.55990489250735e-07,1,1,1835254,1,44013,Polynucleobacter duraquae
11871,1.7967668078066,2.50747918062546,-3.13676427055043e-08,1,1,160808,1,119977,Acidithiobacillus ferrivorans
11874,2.57697688111393,2.56947773419315,-1.00179500250874e-08,1,1,1336806,1,230494,Reinekea forsetii
11878,1.16769957633925,2.46206607732493,5.1640401510511e-08,0.999818684528821,1,1848756,1,-200,Actinobacteria bacterium IMCC26103
1188,-0.131934331441167,8.07117182912412,0.0143849992576435,0.904532673522558,1,172045,1,308865,Elizabethkingia miricola
11881,1.6245792543988,2.47936255929186,4.51186066285914e-08,0.999830520217579,1,1256574,1,-200,uncultured bacterium A1Q1_fos_4
11883,2.95078520603116,2.64073437104283,1.25615271073798e-07,0.999717211807304,1,272636,1,10803,Adeno-associated virus
119,1.169356373009,2.52772824967696,8.11937397315887e-08,0.999772646665504,1,417305,1,-200,uncultured beta proteobacterium CBNPD1 BAC clone 578
1192,1.10433023187131,2.97011610146222,4.04559878705747,0.0442866649083787,0.405779294234405,63,1,59,Vitreoscilla filiformis
11930,1.16769957633925,2.46206607732493,5.1640401510511e-08,0.999818684528821,1,1238,1,1237,Piscirickettsia salmonis
11938,1.16769957633925,2.46206607732493,5.1640401510511e-08,0.999818684528821,1,1834519,1,861914,Fibrella sp. ES10-3-2-2
1194,0.965090310306733,5.41963437520596,0.597661025636157,0.439471844886515,1,71999,1,57493,Kocuria palustris
1196,0.840139076223326,5.2275012076336,0.500627919389018,0.479224349733242,1,76731,1,93681,Roseateles depolymerans
11964,2.51701472530813,2.56051119267348,1.47861408450467e-07,0.99969319144153,1,46506,1,816,Bacteroides stercoris
11988,2.85427417825968,2.61544937277344,-1.22776320665707e-07,1,1,2572594,1,76831,Myroides sp. CJ210
11992,4.05224440819281,3.05717522907634,1.82449433339116e-09,0.999965919079142,1,69823,1,970,Selenomonas sputigena
11995,1.9450445808009,2.50358126879503,1.49149876449428e-07,0.999691857572423,1,370764,1,33882,Microbacterium pygmaeum
1200,2.74647117390462,2.97368372356633,6.26147931605205,0.0123391128101543,0.196298459838911,284016,1,20,Phenylobacterium zucineum
12011,1.39772537147031,2.47433118991663,-1.13935679557642e-07,1,1,551996,1,423349,Mucilaginibacter gossypii
1202,3.00951302919459,4.0137999059342,3.10918368277869,0.0778519706332078,0.59836638585854,1768242,1,318147,Paucibacter sp. KCTC 42545
12026,1.39772537147031,2.47433118991663,-1.13935679557642e-07,1,1,1076550,1,53335,Pantoea rwandensis
